OT,schedule_day
8,1
8,1
8,2
8,2
8,3
10,3
3,4
MRI,7
MRI,7
MRI,7
8,8
8,9
7,10
7,10
9,14
9,16
8,16
7,16
7,16
7,16
5,17
5,17
8,23
8,0
3,18
8,23
MRI,25
8,1
MRI,7
MRI,7
MRI,7
MRI,7
5,25
9,0
8,1
MRI,7
MRI,7
5,8
8,9
5,9
3,18
8,23
9,0
MRI,4
MRI,4
MRI,4
MRI,7
MRI,7
MRI,7
8,9
8,15
8,16
MRI,21
MRI,21
MRI,21
8,22
2,22
8,23
MRI,7
5,9
5,9
MRI,11
MRI,18
MRI,18
MRI,18
MRI,21
MRI,25
9,0
MRI,18
5,18
MRI,21
8,23
MRI,25
9,0
8,9
9,14
8,16
8,22
8,9
9,14
MRI,15
8,16
9,16
8,22
8,23
8,2
3,4
3,7
MRI,7
MRI,7
MRI,7
5,9
8,15
MRI,21
8,22
MRI,25
MRI,25
MRI,1
4,3
9,14
9,14
MRI,15
3,18
MRI,18
MRI,21
MRI,21
MRI,21
9,23
8,1
MRI,4
MRI,4
MRI,7
MRI,7
MRI,7
MRI,7
8,8
MRI,8
MRI,8
5,9
MRI,11
MRI,11
9,14
9,14
9,16
9,23
9,23
MRI,25
MRI,7
MRI,11
MRI,15
MRI,15
MRI,15
9,16
9,23
9,23
9,0
8,9
MRI,11
MRI,15
3,18
9,23
8,23
MRI,25
3,4
5,9
5,9
MRI,11
MRI,25
9,0
5,9
9,14
MRI,15
MRI,15
MRI,15
MRI,18
MRI,21
8,23
MRI,25
MRI,25
MRI,25
9,0
8,2
MRI,11
MRI,11
MRI,11
MRI,11
8,1
MRI,1
MRI,7
8,15
8,23
MRI,8
8,22
9,23
MRI,8
8,14
9,14
MRI,15
9,16
MRI,18
8,23
9,0
9,14
8,18
9,23
3,4
8,15
9,23
9,0
MRI,1
MRI,4
MRI,7
MRI,7
MRI,7
MRI,7
MRI,11
MRI,11
MRI,11
9,14
4,17
3,18
MRI,25
5,18
3,18
MRI,21
9,23
9,23
MRI,4
9,14
9,14
9,16
5,16
7,16
MRI,21
MRI,21
MRI,21
MRI,22
MRI,15
9,16
MRI,18
MRI,18
MRI,18
MRI,21
MRI,21
9,23
9,0
MRI,7
MRI,7
MRI,7
9,16
5,17
MRI,18
MRI,21
2,24
MRI,1
MRI,4
MRI,8
MRI,7
MRI,7
MRI,7
MRI,7
MRI,11
9,14
9,16
MRI,18
MRI,21
MRI,21
MRI,21
MRI,21
MRI,22
MRI,22
MRI,7
MRI,7
MRI,8
5,9
5,9
5,9
MRI,11
MRI,11
MRI,11
9,14
9,16
MRI,21
9,23
MRI,4
MRI,4
MRI,4
MRI,4
MRI,7
MRI,7
MRI,7
MRI,8
5,9
9,14
9,14
MRI,21
MRI,21
MRI,21
MRI,22
MRI,22
8,23
9,0
MRI,1
8,15
9,16
9,23
MRI,25
9,0
MRI,7
MRI,8
5,11
5,11
MRI,11
9,14
9,14
9,16
MRI,18
MRI,21
MRI,21
MRI,21
9,23
8,23
MRI,7
MRI,7
MRI,7
MRI,7
MRI,15
9,23
MRI,25
8,1
MRI,1
5,9
5,10
8,23
MRI,1
MRI,4
MRI,4
MRI,4
MRI,7
MRI,7
5,8
MRI,8
MRI,8
MRI,11
3,18
9,23
9,23
MRI,25
3,18
5,9
9,0
9,14
MRI,15
MRI,25
MRI,4
MRI,7
MRI,7
MRI,7
MRI,8
MRI,8
4,18
4,18
5,18
MRI,18
MRI,18
MRI,18
MRI,18
MRI,21
MRI,21
MRI,21
MRI,25
MRI,1
MRI,7
MRI,11
9,14
7,16
7,16
MRI,18
MRI,18
MRI,18
MRI,18
MRI,21
MRI,1
3,4
MRI,7
MRI,7
MRI,7
MRI,7
MRI,8
MRI,18
MRI,18
MRI,18
MRI,21
9,23
4,2
MRI,4
MRI,7
MRI,7
MRI,7
MRI,8
MRI,25
MRI,1
MRI,1
MRI,7
MRI,7
MRI,8
MRI,8
MRI,11
9,0
MRI,7
8,9
MRI,21
8,22
9,23
8,23
9,23
9,0
MRI,1
MRI,1
MRI,4
MRI,4
MRI,4
MRI,7
MRI,7
MRI,7
MRI,7
9,14
MRI,15
MRI,18
MRI,21
MRI,21
MRI,21
MRI,21
2,22
9,23
9,23
MRI,25
9,0
MRI,1
MRI,4
MRI,4
MRI,7
MRI,7
MRI,7
MRI,7
MRI,8
5,9
MRI,11
MRI,11
MRI,11
8,16
MRI,7
MRI,8
MRI,8
MRI,4
MRI,7
4,10
MRI,11
9,14
MRI,15
MRI,21
9,23
MRI,25
MRI,25
3,4
MRI,15
MRI,15
MRI,15
MRI,15
MRI,21
9,23
9,23
MRI,25
9,0
MRI,7
MRI,7
MRI,7
MRI,7
MRI,8
MRI,15
MRI,15
3,18
MRI,21
MRI,21
MRI,21
MRI,21
MRI,22
MRI,25
9,0
MRI,1
MRI,7
MRI,7
MRI,7
MRI,7
MRI,8
MRI,8
9,14
9,14
9,16
3,18
MRI,18
8,2
MRI,7
MRI,7
MRI,7
MRI,7
5,8
5,9
8,15
MRI,15
3,18
MRI,18
MRI,18
MRI,18
MRI,21
9,23
9,23
MRI,25
MRI,25
MRI,7
MRI,7
MRI,7
9,16
MRI,21
MRI,21
MRI,21
MRI,25
MRI,25
MRI,25
MRI,7
MRI,7
MRI,7
MRI,11
9,14
MRI,15
MRI,15
MRI,15
MRI,21
MRI,21
MRI,21
MRI,21
5,24
9,0
3,18
8,23
MRI,1
9,14
9,14
MRI,15
9,16
MRI,18
MRI,18
MRI,18
MRI,18
MRI,21
9,23
8,23
8,23
9,0
MRI,1
MRI,1
8,9
8,22
8,23
MRI,4
3,4
MRI,7
MRI,7
MRI,11
9,14
MRI,15
MRI,21
MRI,21
MRI,21
9,23
MRI,25
MRI,7
9,16
5,17
5,17
3,18
MRI,18
MRI,21
9,23
8,23
MRI,25
MRI,7
MRI,8
MRI,8
MRI,11
MRI,11
MRI,11
9,14
5,17
MRI,21
MRI,21
MRI,21
MRI,21
8,23
9,0
MRI,4
3,4
MRI,7
MRI,7
MRI,7
8,8
MRI,11
8,16
8,23
9,0
3,4
9,14
9,16
9,23
8,2
MRI,4
3,7
MRI,7
MRI,7
5,8
5,9
9,16
MRI,18
MRI,18
MRI,18
MRI,21
MRI,21
MRI,21
9,23
MRI,25
MRI,25
MRI,1
8,23
8,23
MRI,7
5,9
MRI,15
4,17
4,18
4,18
MRI,21
MRI,21
MRI,22
MRI,4
MRI,4
MRI,4
MRI,7
MRI,7
MRI,7
MRI,7
MRI,8
9,14
3,18
5,22
9,23
8,23
9,0
MRI,7
MRI,7
MRI,7
8,1
8,2
MRI,4
MRI,4
MRI,4
MRI,7
MRI,7
MRI,7
MRI,7
8,9
MRI,11
MRI,11
9,14
MRI,18
3,21
MRI,21
8,23
MRI,25
5,9
5,9
8,9
9,23
9,23
MRI,25
MRI,25
MRI,25
9,0
8,2
MRI,4
MRI,4
MRI,4
MRI,7
MRI,7
MRI,7
5,9
MRI,11
9,14
MRI,21
8,23
5,9
MRI,11
9,14
9,14
MRI,15
MRI,15
MRI,15
MRI,18
MRI,21
MRI,21
MRI,21
MRI,21
9,23
2,24
MRI,25
MRI,1
MRI,1
MRI,1
MRI,1
MRI,4
MRI,8
MRI,11
9,14
MRI,15
7,18
3,18
9,23
8,23
9,23
8,8
5,9
MRI,11
4,17
MRI,18
MRI,18
MRI,18
MRI,21
MRI,21
MRI,21
9,23
MRI,25
9,0
8,2
MRI,4
MRI,4
3,4
3,7
MRI,7
5,8
3,8
5,9
4,11
MRI,11
9,14
MRI,21
MRI,21
MRI,21
MRI,21
