OT,schedule_day
9,0
8,1
8,2
4,3
8,4
8,4
MRI,8
4,10
4,10
8,16
9,16
MRI,18
MRI,18
MRI,18
MRI,21
MRI,21
9,0
MRI,15
9,16
MRI,18
MRI,21
8,15
MRI,18
MRI,21
MRI,8
9,9
4,11
MRI,18
MRI,18
MRI,18
MRI,21
9,0
4,16
4,25
4,25
4,25
MRI,25
MRI,22
4,25
4,25
MRI,25
MRI,25
MRI,25
4,25
4,25
4,25
9,0
MRI,1
8,2
MRI,7
MRI,8
9,9
8,9
MRI,7
MRI,7
MRI,7
MRI,7
MRI,8
9,14
MRI,15
MRI,15
MRI,7
MRI,8
5,8
MRI,25
9,0
MRI,1
9,14
MRI,21
MRI,4
MRI,4
MRI,4
MRI,4
MRI,7
MRI,18
6,9
5,17
4,23
MRI,7
MRI,7
9,9
4,9
4,11
9,14
MRI,1
MRI,8
9,9
MRI,21
9,0
MRI,7
3,11
3,11
MRI,22
MRI,22
MRI,25
9,0
9,9
4,11
MRI,11
MRI,11
MRI,11
MRI,11
MRI,21
MRI,22
MRI,25
9,0
MRI,8
MRI,8
MRI,11
9,14
9,16
MRI,18
MRI,21
9,23
9,0
MRI,1
MRI,1
MRI,1
MRI,1
9,9
4,11
MRI,11
MRI,11
MRI,11
9,14
MRI,25
8,0
MRI,4
MRI,4
MRI,7
MRI,7
MRI,7
MRI,8
MRI,8
MRI,8
9,9
9,14
MRI,22
MRI,22
MRI,25
4,4
MRI,4
8,16
MRI,1
MRI,7
4,11
MRI,11
MRI,11
MRI,11
MRI,18
MRI,18
MRI,18
MRI,22
9,0
9,0
MRI,4
MRI,7
MRI,8
4,11
9,14
MRI,18
MRI,25
9,0
MRI,8
9,16
MRI,1
MRI,1
MRI,8
MRI,21
8,2
MRI,4
MRI,7
MRI,7
MRI,18
MRI,21
MRI,21
MRI,21
MRI,21
9,23
4,25
8,2
MRI,4
7,9
MRI,22
9,0
MRI,1
5,2
MRI,7
MRI,7
MRI,7
MRI,11
MRI,18
4,25
4,25
MRI,7
MRI,7
MRI,11
MRI,11
MRI,11
MRI,11
MRI,25
MRI,7
MRI,8
MRI,8
MRI,11
MRI,22
9,23
MRI,25
MRI,21
MRI,22
9,23
8,2
9,16
MRI,18
MRI,18
9,23
4,25
9,14
MRI,21
MRI,11
MRI,11
MRI,11
MRI,11
MRI,21
9,0
9,0
9,9
4,11
MRI,11
MRI,11
MRI,18
MRI,25
MRI,7
5,17
4,25
MRI,25
4,25
4,25
9,16
MRI,15
9,16
9,23
MRI,8
4,11
MRI,11
MRI,15
MRI,15
9,16
MRI,18
4,23
8,9
MRI,11
MRI,11
9,14
9,16
MRI,21
MRI,25
9,0
MRI,4
5,22
5,22
5,22
MRI,8
MRI,18
4,23
MRI,1
MRI,11
9,14
4,23
4,25
4,25
4,25
4,25
MRI,18
MRI,18
MRI,18
MRI,21
8,2
2,8
9,9
4,11
MRI,11
MRI,11
MRI,11
MRI,11
MRI,21
MRI,1
MRI,4
MRI,8
9,9
9,16
MRI,18
MRI,21
MRI,21
MRI,21
MRI,21
3,4
MRI,7
MRI,7
MRI,7
MRI,8
MRI,11
MRI,8
MRI,11
9,0
3,4
MRI,7
MRI,21
MRI,21
9,0
9,0
MRI,7
MRI,8
MRI,21
9,0
9,0
MRI,1
4,23
4,25
4,25
4,25
MRI,7
4,11
MRI,25
4,25
4,25
4,25
MRI,1
MRI,7
MRI,8
9,9
MRI,15
MRI,18
9,23
MRI,25
5,8
5,8
5,8
4,25
4,25
MRI,25
MRI,25
MRI,25
MRI,25
4,25
4,25
4,25
9,0
3,4
MRI,8
MRI,8
MRI,8
MRI,8
9,9
MRI,11
9,14
MRI,4
MRI,7
9,16
MRI,18
9,0
MRI,8
9,23
MRI,25
4,25
4,25
MRI,25
MRI,25
MRI,25
4,25
4,25
9,0
9,0
MRI,1
3,2
3,4
8,8
MRI,11
MRI,11
MRI,11
MRI,11
9,14
9,16
MRI,18
MRI,18
MRI,18
MRI,18
MRI,21
9,23
MRI,25
MRI,4
9,16
4,25
4,25
4,25
4,25
MRI,4
4,11
MRI,1
9,0
9,0
MRI,1
MRI,1
MRI,1
MRI,1
MRI,4
MRI,7
9,23
9,16
9,16
MRI,18
MRI,18
MRI,21
3,3
9,14
5,22
9,23
