OT,schedule_day
8,1
8,2
8,2
3,7
MRI,8
2,8
8,9
7,9
8,16
9,16
4,25
4,25
4,25
4,25
9,16
MRI,18
MRI,21
4,25
4,25
4,25
MRI,1
3,4
MRI,7
8,9
9,14
MRI,25
MRI,25
9,0
9,0
4,10
8,1
8,2
8,2
5,2
4,3
9,9
9,16
MRI,11
3,4
MRI,11
MRI,18
8,2
3,7
3,15
4,24
4,25
4,25
MRI,1
8,15
MRI,21
MRI,22
MRI,25
9,0
MRI,4
MRI,4
MRI,4
MRI,1
MRI,7
MRI,8
9,14
9,16
MRI,7
MRI,8
9,14
MRI,15
MRI,15
MRI,15
MRI,18
MRI,18
MRI,21
MRI,21
MRI,21
8,22
7,25
9,0
9,0
MRI,1
MRI,8
MRI,15
MRI,15
9,16
MRI,18
MRI,21
MRI,21
MRI,21
MRI,21
MRI,22
MRI,22
9,0
MRI,1
MRI,11
MRI,11
MRI,15
9,16
MRI,18
MRI,21
MRI,4
8,9
MRI,11
9,9
MRI,21
MRI,21
MRI,21
9,23
9,0
9,0
MRI,1
8,2
9,9
8,9
MRI,11
9,14
MRI,25
MRI,1
9,2
MRI,21
9,23
9,0
MRI,1
9,16
4,25
4,25
9,0
4,23
9,16
8,16
MRI,18
MRI,18
MRI,21
MRI,21
MRI,21
MRI,21
MRI,25
MRI,25
9,0
9,0
MRI,1
MRI,1
MRI,4
MRI,4
MRI,4
MRI,4
MRI,7
4,9
9,23
4,23
9,0
4,11
9,14
9,16
MRI,18
MRI,18
MRI,18
MRI,21
MRI,1
8,2
MRI,7
MRI,7
MRI,7
MRI,7
8,8
9,9
MRI,11
MRI,11
9,16
MRI,18
MRI,22
MRI,1
MRI,7
9,14
9,23
4,25
4,25
MRI,25
4,25
4,25
MRI,1
MRI,7
3,4
MRI,21
MRI,4
MRI,7
5,16
9,0
MRI,7
MRI,18
9,0
4,10
MRI,18
MRI,18
MRI,18
MRI,21
MRI,25
MRI,25
9,0
4,11
9,14
MRI,18
9,23
MRI,25
MRI,25
9,0
9,0
MRI,1
MRI,7
9,14
MRI,15
MRI,18
MRI,18
MRI,18
4,9
MRI,11
9,14
MRI,25
MRI,25
9,0
9,2
MRI,7
MRI,18
9,0
MRI,18
MRI,22
MRI,4
MRI,7
MRI,8
MRI,21
9,23
MRI,25
8,2
MRI,4
MRI,4
MRI,4
MRI,4
MRI,7
MRI,21
MRI,21
4,10
10,21
9,23
MRI,7
MRI,11
MRI,11
MRI,11
MRI,11
9,14
MRI,25
9,0
4,9
5,17
MRI,18
MRI,18
MRI,18
MRI,18
MRI,21
4,24
4,25
4,25
4,25
MRI,1
MRI,4
MRI,7
9,9
MRI,11
9,14
MRI,15
MRI,15
9,16
MRI,4
MRI,7
MRI,7
MRI,7
8,16
MRI,25
MRI,11
4,23
3,4
MRI,8
MRI,1
MRI,7
8,9
4,25
4,25
4,25
4,25
9,0
MRI,21
MRI,4
MRI,11
9,16
4,23
4,25
MRI,25
4,25
4,25
9,0
MRI,7
MRI,11
9,14
MRI,25
MRI,4
4,11
MRI,21
MRI,21
MRI,21
MRI,21
9,23
9,0
4,11
9,14
4,23
MRI,25
9,0
MRI,8
MRI,8
MRI,8
9,9
4,11
4,11
MRI,11
MRI,11
MRI,11
9,14
MRI,15
MRI,25
MRI,8
9,9
9,14
9,16
8,18
MRI,25
9,0
MRI,1
MRI,18
MRI,22
9,23
MRI,25
8,15
9,14
9,0
8,8
9,14
MRI,25
MRI,25
9,0
MRI,1
MRI,21
MRI,22
9,0
MRI,4
4,25
4,25
4,25
MRI,7
MRI,7
MRI,7
MRI,7
MRI,8
9,9
9,16
MRI,18
9,16
MRI,18
MRI,21
MRI,22
9,0
9,0
MRI,1
9,2
MRI,8
9,9
MRI,21
MRI,1
9,14
MRI,22
9,23
9,0
MRI,1
MRI,4
MRI,8
4,11
8,9
MRI,11
9,16
MRI,18
MRI,21
MRI,21
9,23
MRI,25
MRI,25
MRI,25
9,0
9,0
MRI,1
MRI,1
MRI,8
MRI,8
9,9
MRI,15
9,16
MRI,18
MRI,18
MRI,18
MRI,21
MRI,21
MRI,21
9,23
4,25
4,25
4,25
MRI,4
8,8
9,14
MRI,21
MRI,21
MRI,21
MRI,21
MRI,1
MRI,4
MRI,7
MRI,11
9,14
MRI,1
4,10
9,23
4,24
8,2
3,4
MRI,8
MRI,22
9,23
9,0
9,0
MRI,1
MRI,4
MRI,8
9,9
4,11
MRI,11
MRI,11
MRI,11
MRI,11
MRI,18
