OT,schedule_day
10,0
8,1
MRI,1
MRI,1
MRI,1
MRI,1
MRI,1
8,2
4,3
8,11
5,14
8,15
8,16
MRI,22
2,22
2,22
8,23
8,2
4,4
8,8
2,8
8,16
2,22
2,22
8,23
8,2
4,3
MRI,18
MRI,22
9,9
8,16
8,23
8,2
8,16
MRI,21
9,23
MRI,8
8,9
8,9
MRI,15
MRI,21
8,23
8,2
4,2
MRI,7
8,9
MRI,15
8,16
MRI,18
3,21
2,22
2,22
9,23
9,23
5,23
8,2
8,16
MRI,18
8,23
MRI,7
9,9
MRI,18
8,23
8,2
4,2
4,3
8,23
MRI,7
MRI,7
8,16
2,22
2,22
3,0
3,1
3,2
3,2
8,11
8,16
3,18
MRI,18
6,23
8,1
MRI,11
MRI,11
8,16
MRI,18
MRI,21
MRI,21
MRI,21
MRI,21
2,22
2,22
2,22
4,4
8,16
8,23
MRI,1
MRI,1
8,2
8,16
8,23
MRI,8
2,22
2,22
8,23
4,4
MRI,8
MRI,11
8,16
8,1
MRI,1
9,2
8,2
MRI,4
8,9
8,11
8,16
3,18
8,23
MRI,25
MRI,25
MRI,25
MRI,1
MRI,1
MRI,1
MRI,1
8,2
MRI,7
8,23
MRI,4
MRI,7
MRI,7
MRI,7
8,16
8,23
4,4
9,9
MRI,11
MRI,11
8,2
3,4
MRI,7
MRI,7
MRI,7
MRI,8
9,9
MRI,11
8,16
MRI,18
MRI,21
MRI,21
MRI,21
9,23
MRI,25
4,4
4,4
MRI,7
4,11
MRI,15
9,16
MRI,18
8,23
MRI,1
8,2
MRI,11
8,16
MRI,18
9,23
4,4
9,9
8,16
2,22
2,22
MRI,25
MRI,1
4,4
9,23
4,2
MRI,22
2,22
2,22
8,23
MRI,11
8,16
2,22
2,22
9,23
8,23
8,2
4,2
MRI,4
MRI,11
9,23
9,23
MRI,1
MRI,1
MRI,1
8,2
MRI,4
MRI,8
4,10
MRI,11
MRI,11
MRI,11
MRI,11
MRI,15
MRI,15
MRI,15
8,16
4,2
MRI,7
8,11
8,23
8,2
4,2
8,9
MRI,15
MRI,15
MRI,1
MRI,1
MRI,1
MRI,1
8,2
4,4
MRI,7
MRI,7
MRI,7
MRI,7
8,9
4,4
8,9
9,9
MRI,15
8,16
8,23
8,2
4,2
MRI,8
2,8
8,9
MRI,11
MRI,1
MRI,1
8,2
MRI,4
MRI,4
MRI,4
MRI,7
9,9
8,16
MRI,25
MRI,1
4,4
3,15
MRI,21
MRI,21
MRI,21
MRI,21
2,22
2,22
MRI,25
4,4
9,9
8,16
MRI,4
MRI,4
MRI,4
MRI,7
3,18
MRI,21
8,23
8,23
MRI,1
4,9
8,23
MRI,1
MRI,1
MRI,1
MRI,1
8,2
MRI,4
9,9
MRI,11
MRI,11
MRI,11
MRI,11
8,2
8,9
MRI,1
4,4
4,4
MRI,15
MRI,25
MRI,4
MRI,7
9,9
MRI,11
8,16
MRI,25
MRI,1
MRI,1
MRI,4
8,8
MRI,8
MRI,8
MRI,8
8,11
MRI,25
MRI,1
MRI,1
MRI,1
MRI,1
9,2
4,4
4,4
MRI,4
MRI,4
MRI,4
MRI,4
4,11
MRI,11
MRI,11
MRI,11
MRI,11
8,23
MRI,1
8,2
MRI,21
MRI,1
MRI,1
MRI,1
MRI,1
MRI,7
MRI,25
4,4
4,4
MRI,11
8,23
MRI,25
MRI,18
8,23
MRI,25
MRI,1
MRI,1
MRI,1
MRI,1
8,9
8,16
2,22
2,22
4,4
MRI,11
MRI,21
8,23
8,2
MRI,4
MRI,7
MRI,8
9,9
MRI,11
MRI,11
MRI,11
MRI,1
8,16
MRI,21
MRI,22
9,23
8,23
MRI,25
MRI,25
MRI,25
MRI,7
9,9
4,4
4,4
MRI,7
MRI,7
MRI,7
MRI,7
2,22
2,22
8,9
8,11
5,16
8,23
MRI,25
MRI,1
MRI,21
9,23
MRI,25
MRI,1
MRI,4
MRI,7
MRI,7
MRI,7
MRI,7
MRI,8
7,9
MRI,22
9,23
MRI,25
MRI,25
8,2
MRI,8
9,23
MRI,1
MRI,4
MRI,4
MRI,4
MRI,7
MRI,7
MRI,7
8,9
MRI,21
MRI,22
9,23
9,23
8,23
MRI,25
MRI,25
MRI,25
MRI,25
MRI,1
MRI,1
MRI,1
MRI,1
MRI,7
MRI,11
8,16
2,22
2,22
8,23
4,2
4,4
MRI,7
MRI,22
MRI,1
4,4
2,8
2,10
8,11
MRI,11
MRI,1
MRI,1
8,9
4,2
3,4
8,11
MRI,15
MRI,15
8,16
MRI,21
4,4
7,15
8,23
MRI,1
MRI,1
MRI,1
MRI,1
8,2
MRI,21
8,22
8,23
MRI,1
8,9
9,23
MRI,25
MRI,25
8,2
MRI,4
MRI,4
MRI,4
MRI,15
MRI,15
MRI,15
MRI,21
MRI,21
MRI,21
MRI,21
MRI,1
2,22
2,22
9,23
8,23
MRI,25
MRI,25
8,1
MRI,1
MRI,18
4,3
MRI,4
MRI,7
MRI,7
MRI,7
MRI,7
MRI,11
8,16
2,22
2,22
