OT,overtime,schedule_day
7,68.0,0
MRI,86.0,1
8,273.0,0
7,32.0,3
3,296.0,2
8,86.0,4
10,46.0,7
MRI,115.0,7
3,189.0,4
9,78.0,9
6,244.0,11
4,14.0,11
7,19.0,14
10,277.0,14
2,51.0,15
MRI,300.0,15
9,103.0,16
8,117.0,14
1,12.0,17
MRI,290.0,18
10,492.0,21
8,343.0,23
MRI,143.0,25
5,221.0,2
4,148.0,3
10,238.0,4
MRI,222.0,7
5,489.0,7
MRI,87.0,8
7,276.0,8
4,89.0,9
3,482.0,10
MRI,102.0,11
6,357.0,11
4,16.0,11
10,407.0,14
MRI,503.0,15
9,95.0,16
MRI,25.0,18
MRI,45.0,21
10,260.0,21
6,112.0,25
MRI,251.0,25
9,31.0,0
MRI,77.0,1
7,16.0,2
4,399.0,3
MRI,24.0,4
5,438.0,7
MRI,476.0,7
MRI,35.0,8
7,217.0,8
4,18.0,9
8,218.0,7
3,380.0,10
MRI,72.0,11
MRI,150.0,15
9,2.0,16
5,21.0,17
7,46.0,17
MRI,192.0,18
MRI,209.0,21
4,2.0,25
MRI,65.0,25
9,48.0,0
MRI,217.0,1
MRI,248.0,4
MRI,202.0,7
MRI,82.0,8
2,446.0,8
6,197.0,11
10,219.0,11
8,247.0,11
MRI,458.0,11
4,72.0,11
MRI,29.0,15
9,128.0,16
MRI,264.0,18
6,17.0,21
MRI,480.0,21
MRI,225.0,22
MRI,57.0,25
MRI,180.0,1
5,16.0,2
3,41.0,4
7,129.0,8
4,432.0,9
6,27.0,16
5,259.0,16
9,383.0,16
MRI,7.0,18
MRI,354.0,21
7,155.0,25
MRI,329.0,25
MRI,4.0,1
4,6.0,3
MRI,430.0,4
MRI,237.0,7
10,405.0,7
MRI,283.0,8
9,3.0,9
8,415.0,7
MRI,3.0,11
9,183.0,14
5,364.0,15
5,81.0,16
MRI,118.0,18
MRI,116.0,21
MRI,154.0,22
MRI,291.0,25
4,331.0,3
MRI,17.0,7
6,35.0,9
5,22.0,10
MRI,5.0,11
3,102.0,14
MRI,209.0,15
9,235.0,16
5,421.0,16
8,327.0,14
6,60.0,18
MRI,196.0,18
MRI,78.0,21
6,33.0,23
8,152.0,21
4,461.0,23
5,36.0,25
6,185.0,25
MRI,143.0,1
MRI,318.0,4
3,319.0,4
MRI,17.0,7
MRI,172.0,8
9,134.0,9
3,42.0,10
MRI,10.0,11
3,151.0,14
MRI,178.0,18
MRI,336.0,21
MRI,18.0,22
7,75.0,23
8,148.0,21
1,11.0,25
MRI,119.0,25
7,131.0,25
MRI,81.0,1
5,65.0,2
MRI,45.0,4
MRI,105.0,7
6,186.0,11
MRI,276.0,11
9,113.0,14
7,30.0,16
9,49.0,16
5,313.0,16
4,34.0,17
MRI,141.0,21
MRI,261.0,22
7,44.0,23
9,419.0,23
MRI,165.0,25
MRI,77.0,1
8,204.0,0
5,8.0,2
MRI,343.0,7
MRI,30.0,8
9,464.0,9
4,202.0,9
3,443.0,10
8,139.0,7
9,67.0,14
MRI,249.0,18
MRI,392.0,21
MRI,9.0,22
7,329.0,25
MRI,509.0,25
MRI,145.0,1
5,11.0,2
8,505.0,0
MRI,242.0,4
6,377.0,4
3,267.0,4
10,66.0,7
MRI,256.0,7
8,19.0,7
MRI,217.0,11
4,105.0,11
MRI,16.0,15
9,11.0,16
MRI,133.0,18
4,319.0,24
MRI,196.0,25
9,18.0,0
MRI,172.0,1
MRI,84.0,4
MRI,36.0,7
9,55.0,7
7,26.0,8
MRI,157.0,8
9,27.0,9
MRI,94.0,11
4,394.0,11
MRI,215.0,15
9,81.0,16
4,129.0,17
MRI,323.0,18
MRI,188.0,21
MRI,254.0,22
MRI,30.0,25
9,30.0,0
MRI,229.0,1
7,73.0,2
MRI,126.0,4
MRI,31.0,7
9,32.0,7
5,401.0,7
8,502.0,7
7,34.0,9
9,35.0,9
8,74.0,9
MRI,150.0,11
3,427.0,14
MRI,5.0,15
9,56.0,16
MRI,107.0,18
MRI,71.0,21
MRI,74.0,22
4,49.0,25
MRI,118.0,25
6,203.0,25
7,292.0,25
9,11.0,0
MRI,447.0,1
MRI,306.0,4
MRI,402.0,7
MRI,20.0,8
7,36.0,8
8,73.0,8
4,404.0,11
3,483.0,14
MRI,31.0,15
4,459.0,16
4,21.0,17
8,293.0,14
3,31.0,22
9,89.0,23
MRI,158.0,25
MRI,137.0,1
5,186.0,3
MRI,137.0,4
3,108.0,4
MRI,116.0,7
10,187.0,7
9,93.0,9
4,486.0,11
9,28.0,14
MRI,345.0,15
9,174.0,16
MRI,309.0,18
MRI,239.0,21
5,17.0,23
9,5.0,0
6,7.0,0
MRI,111.0,1
5,40.0,2
7,37.0,3
9,59.0,7
MRI,105.0,7
MRI,28.0,8
9,16.0,9
3,126.0,10
8,304.0,7
4,485.0,10
MRI,48.0,11
3,268.0,14
MRI,87.0,15
MRI,6.0,18
MRI,94.0,21
MRI,454.0,22
MRI,66.0,1
MRI,136.0,4
3,379.0,4
MRI,277.0,7
7,166.0,8
5,177.0,8
MRI,486.0,8
9,73.0,9
8,375.0,7
MRI,121.0,11
MRI,472.0,15
9,493.0,16
4,50.0,17
MRI,113.0,18
MRI,76.0,21
5,413.0,21
MRI,236.0,22
9,61.0,23
4,408.0,23
4,36.0,25
MRI,199.0,25
MRI,189.0,1
7,25.0,2
MRI,180.0,4
MRI,202.0,7
MRI,42.0,8
9,115.0,9
MRI,87.0,11
3,400.0,14
MRI,279.0,15
9,12.0,16
MRI,109.0,18
MRI,13.0,21
10,456.0,21
MRI,43.0,22
9,11.0,23
7,68.0,23
4,58.0,25
MRI,149.0,25
9,33.0,0
MRI,31.0,1
8,3.0,0
MRI,288.0,4
MRI,161.0,7
9,449.0,7
5,143.0,8
9,10.0,9
4,53.0,9
MRI,32.0,11
9,69.0,14
MRI,290.0,15
4,306.0,16
MRI,74.0,21
MRI,367.0,22
MRI,105.0,25
MRI,425.0,1
7,92.0,3
MRI,124.0,4
MRI,205.0,7
8,246.0,7
MRI,275.0,11
9,30.0,14
10,316.0,14
MRI,273.0,15
8,414.0,16
4,300.0,17
MRI,347.0,18
MRI,241.0,21
