OT,schedule_day
9,0
9,0
8,1
8,1
MRI,1
MRI,1
MRI,1
MRI,1
MRI,1
8,2
8,2
3,3
8,4
MRI,7
MRI,7
MRI,7
8,8
5,8
2,8
5,8
5,8
5,8
8,9
8,9
8,10
4,10
4,10
4,11
MRI,11
MRI,11
10,14
9,14
8,16
8,23
9,23
4,25
4,25
MRI,25
4,25
4,25
9,0
MRI,1
MRI,4
MRI,7
MRI,7
MRI,7
9,9
4,11
MRI,11
9,16
4,24
MRI,25
MRI,25
MRI,25
MRI,25
9,0
9,0
MRI,1
MRI,1
8,2
4,9
9,23
MRI,25
9,0
8,2
MRI,7
8,8
8,9
4,10
2,10
MRI,11
MRI,11
9,14
MRI,15
MRI,18
9,0
9,0
MRI,7
8,9
4,10
MRI,11
MRI,18
4,24
4,25
MRI,25
4,25
4,25
9,0
MRI,1
MRI,1
MRI,1
MRI,1
MRI,4
MRI,7
MRI,7
MRI,8
MRI,11
9,14
MRI,15
MRI,15
MRI,15
MRI,21
MRI,21
MRI,21
MRI,21
MRI,25
9,0
9,0
MRI,7
MRI,7
MRI,7
MRI,7
MRI,11
MRI,11
9,16
8,16
MRI,21
MRI,21
MRI,21
MRI,21
MRI,4
MRI,11
MRI,11
9,14
8,15
8,16
9,16
8,16
MRI,18
MRI,21
10,21
MRI,21
MRI,21
MRI,21
8,22
8,23
8,2
3,4
8,9
MRI,18
4,23
4,24
4,25
4,25
MRI,25
4,25
4,25
8,2
MRI,4
MRI,7
8,8
9,9
4,11
8,16
MRI,18
MRI,25
MRI,1
MRI,1
8,2
MRI,7
MRI,8
4,10
MRI,11
MRI,11
MRI,11
9,14
MRI,21
MRI,21
MRI,22
4,25
4,25
4,25
4,25
8,2
8,9
4,11
MRI,11
MRI,11
MRI,11
MRI,11
MRI,11
8,16
MRI,21
4,24
4,25
4,25
4,25
4,25
9,0
9,0
3,4
MRI,4
MRI,7
MRI,7
MRI,7
5,8
MRI,8
5,8
5,8
5,8
9,9
4,10
4,11
MRI,11
9,14
MRI,15
MRI,15
MRI,15
MRI,18
MRI,18
MRI,18
MRI,21
MRI,21
MRI,21
MRI,22
MRI,22
9,23
4,23
4,25
4,25
MRI,25
MRI,25
MRI,25
MRI,25
4,25
4,25
4,25
MRI,1
8,2
MRI,4
3,7
MRI,11
MRI,11
9,14
MRI,15
9,16
8,16
MRI,18
MRI,21
MRI,21
MRI,21
MRI,21
MRI,22
9,23
MRI,25
MRI,1
4,10
MRI,15
9,16
MRI,21
MRI,4
9,9
4,11
MRI,11
MRI,11
MRI,11
MRI,15
MRI,15
MRI,18
MRI,18
MRI,18
MRI,18
MRI,21
MRI,21
8,22
MRI,25
9,0
MRI,4
MRI,7
8,8
2,8
9,14
MRI,15
MRI,15
8,16
9,16
MRI,18
MRI,18
MRI,18
MRI,21
MRI,21
MRI,21
MRI,22
9,23
4,25
4,25
MRI,25
MRI,25
MRI,25
MRI,25
4,25
4,25
4,25
9,0
8,1
MRI,1
MRI,1
MRI,1
MRI,1
8,2
3,3
3,4
MRI,4
MRI,4
MRI,7
5,8
5,8
5,8
5,8
8,9
7,9
4,10
4,11
MRI,11
9,14
MRI,15
8,15
MRI,15
MRI,15
9,16
MRI,18
MRI,18
8,21
MRI,21
MRI,21
MRI,21
MRI,21
MRI,22
9,23
MRI,25
MRI,25
MRI,25
MRI,1
MRI,1
MRI,1
MRI,1
8,2
MRI,4
MRI,4
MRI,4
MRI,4
MRI,7
MRI,7
MRI,7
MRI,8
MRI,8
MRI,8
9,9
4,11
4,11
MRI,11
MRI,11
MRI,11
9,14
MRI,15
MRI,15
9,16
MRI,18
10,21
MRI,21
MRI,21
9,0
9,0
8,2
MRI,7
MRI,7
MRI,7
MRI,7
MRI,7
MRI,8
4,11
3,11
MRI,11
MRI,11
3,11
9,14
8,16
MRI,18
MRI,18
MRI,18
MRI,18
MRI,21
MRI,21
MRI,21
MRI,21
9,23
MRI,25
9,0
MRI,1
MRI,1
MRI,1
MRI,1
MRI,1
8,2
MRI,8
9,9
8,9
4,9
4,10
4,11
MRI,11
MRI,11
MRI,11
MRI,15
MRI,15
8,16
9,16
MRI,18
MRI,18
MRI,18
MRI,21
MRI,21
MRI,21
MRI,21
8,23
4,25
4,25
8,2
MRI,4
MRI,7
MRI,7
MRI,11
MRI,11
MRI,11
9,14
4,23
4,24
7,25
MRI,25
MRI,8
MRI,8
MRI,18
MRI,18
MRI,18
MRI,21
MRI,21
9,23
MRI,25
9,0
MRI,1
5,8
9,9
MRI,11
MRI,11
MRI,11
9,14
9,16
MRI,21
MRI,22
9,23
MRI,25
9,0
8,2
3,4
MRI,8
MRI,11
8,16
8,16
MRI,21
MRI,21
MRI,25
3,4
MRI,7
MRI,7
MRI,7
MRI,7
MRI,7
2,8
MRI,8
MRI,8
MRI,8
MRI,8
4,10
4,11
8,16
MRI,21
4,24
8,0
MRI,7
MRI,8
4,10
4,11
MRI,18
4,25
MRI,25
4,25
9,0
MRI,1
8,2
MRI,4
MRI,7
MRI,7
9,9
4,11
MRI,11
MRI,11
MRI,11
9,14
MRI,15
MRI,15
MRI,21
MRI,21
MRI,21
MRI,21
MRI,22
MRI,25
9,0
MRI,4
MRI,4
MRI,4
MRI,7
MRI,8
8,9
9,9
4,11
3,11
MRI,11
MRI,11
MRI,11
3,11
9,14
9,16
4,25
4,25
4,25
4,25
MRI,7
MRI,8
9,9
9,14
9,16
MRI,21
MRI,21
MRI,21
MRI,21
9,23
MRI,25
MRI,7
8,8
8,9
9,9
4,10
9,14
MRI,15
MRI,15
MRI,15
MRI,15
9,16
MRI,18
MRI,18
MRI,21
9,23
9,0
9,0
MRI,7
MRI,7
9,9
MRI,11
MRI,11
MRI,11
9,14
MRI,15
MRI,15
MRI,15
9,16
MRI,18
MRI,18
MRI,18
MRI,18
MRI,21
MRI,22
MRI,22
7,25
MRI,25
MRI,1
MRI,1
5,8
9,14
3,15
3,15
8,16
9,16
3,17
MRI,25
9,9
4,11
MRI,11
MRI,11
MRI,11
MRI,11
MRI,15
MRI,15
9,16
MRI,18
MRI,18
MRI,18
MRI,18
MRI,21
MRI,21
MRI,21
MRI,21
MRI,25
MRI,25
9,0
MRI,1
MRI,1
MRI,1
MRI,1
MRI,4
MRI,4
MRI,4
MRI,4
MRI,7
4,11
MRI,11
MRI,11
MRI,11
9,14
9,16
8,16
MRI,18
MRI,18
MRI,21
9,0
MRI,4
4,11
9,14
9,16
MRI,18
MRI,21
MRI,1
MRI,1
MRI,1
MRI,1
MRI,1
3,4
MRI,4
MRI,4
MRI,4
MRI,7
8,9
9,9
4,10
4,11
MRI,11
MRI,11
9,14
8,16
10,21
9,23
4,24
4,25
4,25
MRI,25
MRI,25
MRI,25
4,25
4,25
4,25
9,0
9,0
MRI,4
MRI,4
MRI,4
MRI,4
MRI,7
MRI,7
MRI,7
MRI,7
9,9
2,10
8,15
5,16
MRI,25
MRI,7
9,9
8,9
4,11
8,16
9,16
10,21
MRI,21
MRI,21
MRI,21
MRI,25
9,0
8,2
MRI,4
MRI,7
4,10
4,11
MRI,11
MRI,11
MRI,11
MRI,11
9,14
MRI,15
MRI,15
MRI,15
8,16
4,16
MRI,18
MRI,18
MRI,18
MRI,18
MRI,21
MRI,21
MRI,22
9,23
4,24
MRI,25
MRI,25
9,0
9,0
MRI,1
MRI,1
8,2
MRI,7
MRI,7
MRI,7
MRI,7
MRI,8
MRI,8
MRI,8
MRI,8
8,9
4,11
4,11
MRI,11
MRI,11
MRI,11
9,16
MRI,18
MRI,18
MRI,18
MRI,21
MRI,21
MRI,21
MRI,21
MRI,22
9,23
9,0
9,0
MRI,1
MRI,4
MRI,7
MRI,8
MRI,11
9,14
9,0
MRI,1
MRI,1
MRI,1
MRI,1
8,2
MRI,7
MRI,7
MRI,7
8,9
MRI,11
9,14
MRI,15
MRI,15
9,16
MRI,18
MRI,21
MRI,25
MRI,25
MRI,25
MRI,25
9,0
9,0
MRI,7
MRI,7
MRI,7
MRI,7
MRI,8
2,10
MRI,11
9,14
MRI,15
MRI,15
MRI,15
9,16
MRI,18
MRI,18
MRI,18
MRI,21
MRI,22
4,24
MRI,25
4,25
4,25
MRI,25
MRI,25
MRI,25
4,25
4,25
4,25
9,0
6,0
MRI,7
MRI,7
5,8
5,8
8,9
9,9
8,9
4,10
MRI,11
MRI,11
MRI,11
10,14
8,16
8,16
10,17
10,17
MRI,18
10,21
MRI,21
MRI,25
9,0
9,0
MRI,1
MRI,4
MRI,4
MRI,4
MRI,7
MRI,7
8,9
9,9
4,11
MRI,11
MRI,11
9,14
8,16
9,16
MRI,18
MRI,18
MRI,18
10,21
MRI,21
MRI,21
MRI,21
MRI,21
8,22
MRI,22
9,23
MRI,25
MRI,25
MRI,25
MRI,1
MRI,1
8,2
8,2
3,3
3,4
3,4
MRI,4
MRI,4
MRI,7
MRI,8
9,9
9,14
MRI,21
MRI,21
MRI,21
MRI,21
4,23
4,24
4,25
4,25
4,25
MRI,1
8,2
MRI,7
MRI,8
MRI,15
8,21
9,23
9,23
MRI,25
MRI,25
MRI,1
MRI,1
MRI,1
3,4
MRI,4
MRI,7
MRI,7
MRI,7
8,9
9,9
4,10
9,14
MRI,15
MRI,15
8,16
MRI,4
MRI,8
8,2
MRI,4
MRI,8
9,9
MRI,11
9,14
9,16
MRI,18
MRI,21
MRI,25
MRI,25
MRI,25
MRI,25
MRI,25
9,0
MRI,1
MRI,1
MRI,1
MRI,1
MRI,1
MRI,4
MRI,7
MRI,8
9,9
4,11
MRI,11
MRI,11
MRI,11
9,16
MRI,18
MRI,21
4,25
4,25
4,25
4,25
MRI,1
MRI,1
MRI,1
MRI,1
8,2
MRI,4
MRI,4
MRI,4
MRI,4
MRI,7
8,9
4,9
8,16
MRI,21
MRI,21
MRI,21
MRI,21
MRI,22
MRI,25
9,0
9,0
MRI,1
MRI,1
MRI,4
MRI,4
MRI,7
MRI,7
MRI,7
9,23
MRI,7
MRI,7
MRI,7
MRI,7
MRI,8
MRI,8
MRI,8
MRI,8
MRI,8
9,9
4,11
MRI,11
9,14
9,16
MRI,18
MRI,18
MRI,22
MRI,22
9,23
4,24
4,25
4,25
MRI,25
MRI,25
MRI,25
MRI,25
4,25
4,25
4,25
MRI,1
2,8
8,9
9,14
MRI,18
MRI,18
MRI,18
MRI,21
MRI,21
MRI,21
MRI,21
MRI,25
9,0
MRI,7
MRI,7
MRI,7
MRI,8
8,9
4,11
MRI,11
MRI,11
MRI,11
9,14
MRI,15
MRI,15
9,16
MRI,18
MRI,18
