OT,overtime,schedule_day
10,19.0,0
6,193.0,0
9,270.0,0
3,342.0,0
5,398.0,0
7,399.0,0
5,112.0,1
3,61.0,2
8,67.0,3
3,196.0,4
4,378.0,4
6,54.0,7
8,192.0,7
5,395.0,7
2,16.0,8
5,32.0,8
3,60.0,8
7,91.0,8
6,7.0,9
9,436.0,9
7,48.0,10
10,281.0,9
7,3.0,11
3,44.0,14
5,504.0,14
5,38.0,15
6,109.0,16
5,167.0,16
8,409.0,16
8,59.0,17
10,111.0,16
3,30.0,18
7,457.0,18
8,504.0,22
4,68.0,23
7,381.0,23
9,21.0,23
5,494.0,24
7,54.0,25
5,49.0,0
3,51.0,0
6,151.0,0
10,335.0,0
5,43.0,1
2,67.0,1
3,5.0,2
4,17.0,2
8,50.0,3
5,171.0,2
3,59.0,4
8,156.0,7
5,496.0,7
5,25.0,8
3,51.0,8
2,237.0,8
8,349.0,8
4,107.0,9
10,164.0,9
5,1.0,14
6,206.0,14
3,110.0,15
7,32.0,16
2,139.0,15
8,189.0,16
9,336.0,16
5,340.0,16
6,89.0,17
5,249.0,17
MRI,22.0,18
4,216.0,18
6,438.0,21
8,268.0,22
7,226.0,23
7,34.0,24
5,262.0,24
7,76.0,25
10,24.0,0
6,31.0,0
5,180.0,0
2,15.0,1
9,147.0,0
10,166.0,1
5,384.0,1
7,3.0,2
3,70.0,2
4,115.0,2
9,503.0,2
10,9.0,3
5,150.0,3
8,6.0,7
MRI,28.0,7
2,99.0,8
7,144.0,8
4,4.0,9
8,18.0,8
7,9.0,10
8,39.0,10
3,46.0,11
10,284.0,9
5,499.0,11
8,24.0,14
3,252.0,14
2,106.0,15
5,211.0,15
1,507.0,15
4,182.0,16
6,309.0,16
8,157.0,16
4,236.0,18
5,482.0,18
8,63.0,21
6,341.0,21
9,387.0,21
7,110.0,22
8,490.0,22
7,8.0,24
7,171.0,25
5,4.0,0
8,8.0,0
7,342.0,0
6,384.0,0
3,392.0,0
2,14.0,1
5,131.0,1
7,15.0,2
3,42.0,2
4,170.0,2
7,15.0,3
6,31.0,3
3,123.0,4
10,302.0,2
8,77.0,7
6,218.0,7
2,38.0,8
7,304.0,8
7,24.0,9
6,31.0,10
7,5.0,11
5,260.0,14
2,19.0,15
1,179.0,15
6,106.0,16
5,505.0,16
7,64.0,18
3,77.0,18
5,313.0,18
9,388.0,21
3,20.0,22
5,36.0,25
7,332.0,25
4,455.0,25
10,15.0,0
8,141.0,0
5,277.0,0
6,279.0,0
7,478.0,0
2,23.0,1
7,309.0,1
3,74.0,2
4,74.0,2
MRI,15.0,4
4,76.0,4
10,130.0,4
3,134.0,4
5,341.0,4
8,108.0,7
5,156.0,7
2,96.0,8
7,159.0,8
4,9.0,9
6,371.0,9
5,443.0,11
5,5.0,14
6,340.0,14
7,482.0,14
