OT,schedule_day
8,1
8,1
MRI,1
MRI,1
MRI,1
MRI,1
8,2
9,2
8,2
9,2
8,3
3,3
3,4
3,4
MRI,4
MRI,4
MRI,4
MRI,4
MRI,7
MRI,7
MRI,7
MRI,7
MRI,7
8,8
8,8
5,8
2,8
MRI,8
MRI,8
MRI,8
MRI,8
5,8
5,8
5,8
8,9
9,9
8,9
4,10
8,11
4,11
8,11
10,11
MRI,11
MRI,11
MRI,11
MRI,11
8,15
MRI,15
MRI,15
MRI,15
8,16
8,16
5,17
5,17
MRI,18
MRI,18
MRI,18
MRI,18
MRI,21
MRI,21
MRI,21
MRI,21
MRI,21
7,22
MRI,22
8,23
4,24
MRI,25
MRI,25
MRI,25
8,1
MRI,1
9,2
3,3
MRI,4
MRI,4
MRI,4
MRI,4
MRI,7
MRI,7
MRI,8
MRI,8
MRI,8
5,8
5,8
5,8
8,9
4,10
4,11
3,11
MRI,11
MRI,11
MRI,11
MRI,11
3,11
3,14
3,15
MRI,15
MRI,15
MRI,15
MRI,15
3,15
3,17
8,18
3,18
3,18
MRI,18
3,18
MRI,21
MRI,21
MRI,21
8,23
8,23
7,23
4,24
4,25
MRI,25
MRI,25
MRI,25
4,25
4,25
MRI,1
MRI,1
MRI,1
MRI,1
8,2
9,2
3,3
3,4
MRI,4
MRI,4
MRI,4
MRI,7
MRI,7
MRI,7
MRI,8
4,11
5,11
5,11
MRI,11
MRI,11
MRI,11
MRI,11
MRI,15
MRI,15
MRI,15
MRI,15
MRI,15
8,16
MRI,18
MRI,18
MRI,18
MRI,18
MRI,21
MRI,21
MRI,21
MRI,21
MRI,22
MRI,22
9,23
8,23
8,23
4,23
7,23
4,24
MRI,25
MRI,25
MRI,25
MRI,25
8,1
MRI,1
MRI,1
MRI,1
MRI,1
8,2
9,2
8,2
9,2
3,3
MRI,4
4,4
MRI,4
MRI,4
MRI,7
MRI,7
MRI,7
MRI,8
5,8
5,8
5,8
8,9
8,9
7,9
4,10
2,10
4,11
4,11
MRI,11
MRI,11
MRI,11
MRI,11
9,14
MRI,15
8,16
MRI,18
MRI,18
MRI,18
MRI,21
MRI,21
MRI,21
MRI,21
5,22
5,22
5,22
5,22
5,22
4,24
8,2
9,2
3,3
3,4
3,4
MRI,4
MRI,4
MRI,4
MRI,7
MRI,7
MRI,7
MRI,8
MRI,8
MRI,8
4,10
4,11
MRI,11
MRI,11
MRI,11
MRI,11
8,16
8,16
8,22
4,23
7,23
4,24
10,24
4,24
8,25
9,0
8,2
9,2
MRI,7
8,9
4,10
MRI,18
MRI,18
MRI,21
MRI,21
MRI,21
8,22
MRI,22
MRI,22
9,23
4,24
MRI,25
MRI,25
MRI,25
MRI,25
8,1
7,1
MRI,1
MRI,1
MRI,1
MRI,1
8,2
9,2
9,2
7,2
3,3
3,4
MRI,4
MRI,4
MRI,4
MRI,7
MRI,7
MRI,7
MRI,7
MRI,8
MRI,8
MRI,8
MRI,8
8,9
8,9
4,10
2,10
4,11
4,11
MRI,11
3,11
MRI,11
MRI,11
MRI,11
3,11
MRI,15
MRI,15
MRI,15
8,16
MRI,18
MRI,18
MRI,21
MRI,21
MRI,21
MRI,21
9,23
8,23
8,23
4,23
7,23
4,24
10,24
MRI,25
MRI,25
MRI,25
MRI,1
MRI,1
MRI,1
MRI,1
8,2
9,2
3,3
3,4
3,4
MRI,4
MRI,4
MRI,7
MRI,7
MRI,7
MRI,7
MRI,7
MRI,8
MRI,8
MRI,8
MRI,8
8,9
4,11
MRI,11
MRI,11
MRI,11
MRI,11
MRI,15
MRI,15
MRI,15
MRI,15
8,16
MRI,18
MRI,18
MRI,21
MRI,21
MRI,21
MRI,22
MRI,22
4,23
8,24
4,24
MRI,25
MRI,25
MRI,25
MRI,1
8,2
3,3
MRI,4
MRI,7
MRI,7
MRI,7
MRI,8
MRI,8
MRI,8
5,8
5,8
5,8
8,9
8,9
4,9
4,10
4,11
MRI,11
8,16
MRI,18
MRI,18
MRI,21
MRI,21
MRI,21
MRI,21
5,22
5,22
5,22
5,22
5,22
9,23
8,23
7,23
4,24
MRI,25
MRI,25
MRI,1
MRI,1
MRI,1
MRI,1
8,2
9,2
9,2
MRI,4
MRI,4
MRI,4
MRI,7
MRI,7
MRI,7
5,8
5,8
5,8
8,9
2,10
4,11
MRI,11
MRI,11
MRI,11
3,15
MRI,15
MRI,15
MRI,15
3,15
8,16
MRI,18
MRI,18
MRI,18
MRI,18
MRI,21
MRI,21
MRI,21
8,22
MRI,22
8,23
4,23
4,24
4,25
4,25
MRI,25
MRI,25
MRI,25
4,25
4,25
4,25
MRI,1
MRI,1
MRI,1
MRI,1
8,2
9,2
9,2
MRI,4
MRI,4
MRI,4
MRI,7
MRI,7
8,8
MRI,8
8,9
4,10
4,11
MRI,11
MRI,18
MRI,18
MRI,18
MRI,18
MRI,21
MRI,21
MRI,21
MRI,21
5,22
5,22
5,22
5,22
5,22
9,23
8,23
4,24
MRI,25
8,1
MRI,1
MRI,1
MRI,1
MRI,1
MRI,1
8,2
9,2
MRI,4
MRI,4
MRI,4
MRI,7
MRI,7
MRI,8
MRI,8
MRI,8
8,9
4,10
4,11
MRI,11
MRI,11
MRI,11
MRI,15
MRI,18
MRI,21
MRI,21
MRI,21
MRI,21
4,23
4,24
MRI,25
MRI,25
8,2
8,2
3,4
MRI,4
MRI,7
MRI,7
MRI,8
5,8
5,8
5,8
4,9
8,22
9,23
8,23
MRI,1
MRI,1
MRI,1
MRI,1
9,2
3,3
3,4
MRI,4
MRI,4
MRI,4
MRI,7
MRI,7
MRI,7
MRI,8
MRI,8
MRI,8
8,9
MRI,11
MRI,18
MRI,18
MRI,21
MRI,21
MRI,21
MRI,21
MRI,21
8,22
9,23
8,23
4,24
MRI,25
4,25
MRI,25
4,25
4,25
MRI,1
MRI,1
MRI,1
MRI,1
MRI,1
9,2
MRI,4
MRI,4
MRI,4
MRI,7
MRI,7
MRI,7
MRI,7
MRI,8
MRI,8
MRI,8
MRI,8
8,9
4,11
MRI,11
MRI,11
MRI,11
MRI,11
3,11
MRI,15
MRI,15
MRI,15
MRI,15
MRI,18
MRI,18
MRI,18
MRI,21
MRI,21
MRI,21
MRI,21
MRI,22
8,23
4,24
MRI,25
MRI,25
MRI,25
7,1
7,1
MRI,1
MRI,1
MRI,1
MRI,1
8,2
3,3
3,4
3,4
MRI,4
MRI,4
MRI,4
MRI,7
MRI,7
MRI,7
8,9
4,10
8,11
MRI,15
MRI,15
MRI,15
MRI,18
MRI,18
MRI,18
MRI,18
MRI,21
8,23
4,24
MRI,25
MRI,25
MRI,25
MRI,25
9,2
MRI,4
MRI,4
MRI,4
MRI,7
MRI,8
MRI,8
MRI,8
MRI,8
MRI,8
8,9
4,10
MRI,11
MRI,11
MRI,11
MRI,11
MRI,15
MRI,15
MRI,15
MRI,18
MRI,18
MRI,18
MRI,18
MRI,21
MRI,21
MRI,21
8,22
9,23
8,23
4,23
4,24
MRI,25
MRI,1
MRI,1
MRI,1
MRI,1
MRI,1
8,2
9,2
3,3
3,4
MRI,4
MRI,4
MRI,4
MRI,4
MRI,7
MRI,7
MRI,7
MRI,8
MRI,8
MRI,8
4,10
4,10
MRI,11
5,14
MRI,15
8,16
MRI,18
MRI,18
MRI,18
MRI,21
MRI,21
MRI,21
MRI,21
8,23
4,24
4,25
4,25
4,25
4,25
8,2
9,2
9,2
3,3
MRI,4
MRI,7
MRI,7
MRI,7
MRI,8
MRI,8
MRI,8
MRI,8
8,9
4,10
4,11
MRI,11
MRI,11
MRI,11
MRI,15
MRI,15
MRI,15
MRI,18
MRI,18
MRI,18
MRI,21
8,23
MRI,25
MRI,25
MRI,25
MRI,1
MRI,1
MRI,1
9,2
MRI,4
MRI,7
MRI,7
MRI,7
MRI,7
MRI,8
4,11
MRI,11
MRI,11
MRI,11
MRI,15
MRI,15
MRI,15
MRI,15
MRI,18
MRI,18
MRI,18
MRI,21
MRI,21
MRI,21
MRI,21
MRI,22
MRI,22
MRI,25
MRI,25
MRI,1
MRI,1
MRI,1
MRI,1
MRI,4
