OT,schedule_day
10,0
8,1
8,1
MRI,1
MRI,1
MRI,1
MRI,1
MRI,1
8,2
4,2
4,3
4,3
8,4
3,4
MRI,4
MRI,4
7,4
MRI,7
MRI,7
MRI,7
MRI,7
MRI,8
2,8
MRI,8
MRI,8
MRI,8
8,9
9,9
4,10
4,11
4,11
MRI,11
8,11
MRI,11
MRI,11
5,14
8,15
MRI,15
8,15
MRI,15
MRI,15
8,16
5,17
MRI,18
MRI,18
MRI,18
MRI,21
MRI,22
2,22
2,22
8,23
MRI,25
MRI,25
MRI,1
MRI,1
MRI,1
8,2
4,4
4,4
4,4
MRI,4
MRI,4
MRI,4
MRI,7
8,8
8,8
8,9
4,11
MRI,11
MRI,11
MRI,11
MRI,15
MRI,15
8,16
MRI,18
9,21
MRI,21
MRI,21
MRI,21
MRI,22
2,22
2,22
8,23
MRI,25
MRI,25
10,0
MRI,1
MRI,1
8,2
4,3
4,4
MRI,4
MRI,4
MRI,4
MRI,4
8,9
2,10
4,11
MRI,11
MRI,11
MRI,11
MRI,15
MRI,15
8,16
5,17
MRI,18
MRI,18
MRI,18
MRI,18
MRI,21
MRI,21
5,22
MRI,22
MRI,22
2,22
2,22
MRI,25
MRI,25
MRI,25
MRI,1
MRI,1
MRI,1
MRI,1
8,2
MRI,4
MRI,4
MRI,7
MRI,7
MRI,8
MRI,8
9,9
4,11
MRI,11
MRI,11
MRI,11
MRI,15
MRI,15
MRI,15
8,16
MRI,18
MRI,18
9,21
MRI,21
MRI,21
MRI,21
2,22
2,22
8,23
MRI,25
MRI,25
MRI,1
MRI,1
MRI,1
MRI,1
8,2
MRI,4
MRI,4
MRI,7
8,9
MRI,15
MRI,15
8,16
MRI,18
MRI,18
MRI,18
MRI,21
MRI,21
MRI,21
MRI,21
MRI,22
2,22
2,22
9,23
8,23
MRI,25
MRI,25
MRI,1
8,2
MRI,4
MRI,4
MRI,4
9,7
MRI,7
MRI,7
MRI,7
MRI,8
MRI,8
MRI,8
MRI,8
8,9
8,9
4,10
4,11
MRI,11
MRI,11
MRI,11
8,15
MRI,15
MRI,15
