OT,schedule_day
8,1
8,2
3,3
3,7
MRI,8
9,9
8,15
8,16
4,25
4,25
4,25
5,2
3,4
MRI,15
MRI,15
9,16
MRI,18
MRI,18
MRI,18
MRI,21
9,23
4,25
4,25
4,25
3,4
MRI,18
9,0
9,0
MRI,7
MRI,8
4,10
9,14
MRI,25
9,0
9,0
MRI,1
5,4
5,4
8,9
9,23
9,0
MRI,1
8,2
9,9
8,9
8,15
9,16
4,25
4,25
4,25
4,25
4,24
3,4
MRI,11
9,14
MRI,18
4,25
4,25
4,16
9,23
MRI,1
9,14
MRI,22
MRI,25
9,0
MRI,1
MRI,1
MRI,1
MRI,1
9,14
MRI,1
MRI,7
MRI,7
MRI,7
MRI,7
MRI,8
9,14
9,16
MRI,21
4,25
4,25
MRI,7
MRI,8
9,14
MRI,15
MRI,15
MRI,15
MRI,18
MRI,18
MRI,18
MRI,18
MRI,21
MRI,21
MRI,21
4,24
MRI,25
MRI,25
MRI,25
MRI,25
9,0
9,0
MRI,1
MRI,4
4,10
MRI,11
MRI,11
MRI,11
MRI,11
MRI,15
MRI,15
9,16
MRI,18
MRI,21
MRI,21
MRI,21
MRI,21
MRI,22
MRI,22
9,0
MRI,1
4,11
MRI,11
9,16
MRI,18
MRI,21
MRI,4
MRI,7
4,11
MRI,11
MRI,22
MRI,7
MRI,21
MRI,21
MRI,21
9,23
MRI,25
MRI,25
MRI,25
9,0
9,0
MRI,1
MRI,1
3,4
MRI,8
9,9
MRI,11
9,14
MRI,25
4,25
MRI,25
MRI,25
MRI,25
MRI,25
4,25
4,25
MRI,1
9,2
MRI,21
9,23
9,0
MRI,1
4,10
MRI,11
9,9
MRI,1
MRI,1
8,2
3,4
MRI,15
9,16
MRI,18
MRI,18
MRI,21
MRI,21
MRI,21
MRI,21
MRI,22
MRI,25
8,2
8,9
4,11
9,0
9,0
MRI,1
MRI,1
MRI,4
MRI,4
MRI,4
MRI,4
MRI,7
8,15
9,16
9,23
4,24
9,0
MRI,7
MRI,21
MRI,1
MRI,1
3,3
3,4
3,4
MRI,7
MRI,8
9,9
MRI,11
MRI,11
9,16
MRI,18
MRI,21
MRI,21
MRI,21
MRI,21
MRI,22
MRI,1
MRI,4
4,10
9,14
5,17
MRI,18
MRI,21
9,23
4,25
4,25
MRI,25
MRI,25
MRI,25
4,25
4,25
4,25
MRI,1
MRI,4
MRI,4
MRI,4
MRI,7
MRI,8
3,4
9,16
MRI,21
MRI,4
MRI,18
4,25
4,25
4,25
4,25
9,0
9,0
MRI,1
MRI,4
MRI,4
MRI,4
MRI,7
MRI,7
MRI,7
MRI,7
9,9
5,17
MRI,21
9,0
3,4
MRI,21
MRI,25
9,0
MRI,1
MRI,1
MRI,1
MRI,1
9,9
MRI,11
9,14
MRI,18
9,23
4,25
4,25
MRI,25
MRI,25
MRI,25
MRI,25
4,25
4,25
4,25
9,0
9,0
MRI,7
MRI,7
9,14
MRI,15
MRI,18
MRI,18
MRI,18
MRI,8
MRI,11
MRI,11
9,14
8,16
9,23
9,0
9,2
MRI,7
9,14
MRI,18
MRI,21
9,0
9,14
MRI,25
MRI,7
MRI,7
MRI,7
MRI,7
MRI,8
9,14
MRI,21
MRI,21
MRI,21
MRI,21
MRI,4
MRI,7
MRI,21
3,7
4,10
9,23
9,0
MRI,11
9,23
MRI,7
4,11
MRI,11
MRI,11
MRI,11
MRI,11
MRI,18
MRI,18
MRI,21
MRI,25
4,25
4,25
4,25
MRI,4
MRI,7
9,9
MRI,11
MRI,11
MRI,11
9,14
MRI,15
MRI,15
9,16
MRI,4
MRI,7
MRI,7
MRI,7
9,14
9,16
MRI,22
MRI,25
3,4
MRI,11
MRI,21
MRI,21
MRI,21
MRI,21
MRI,25
MRI,8
10,21
4,25
4,25
9,0
9,0
MRI,1
MRI,1
MRI,1
MRI,1
9,0
MRI,1
MRI,4
MRI,1
9,16
MRI,18
MRI,18
MRI,18
MRI,18
MRI,4
4,23
4,25
4,25
MRI,25
4,25
4,25
9,0
MRI,7
MRI,8
9,9
MRI,11
9,14
MRI,25
9,0
MRI,4
MRI,8
MRI,21
MRI,21
MRI,21
MRI,21
9,23
9,0
9,0
MRI,1
9,9
4,11
MRI,11
MRI,11
MRI,11
9,14
MRI,25
MRI,25
MRI,25
9,0
MRI,7
MRI,7
MRI,7
MRI,8
MRI,8
MRI,8
9,9
4,11
MRI,11
MRI,11
MRI,11
3,11
9,14
MRI,15
MRI,21
MRI,21
MRI,21
MRI,25
MRI,4
MRI,8
MRI,8
MRI,8
MRI,8
9,9
9,14
MRI,15
9,16
MRI,25
9,0
9,0
MRI,1
MRI,18
9,23
MRI,25
MRI,25
MRI,25
MRI,11
9,0
MRI,7
9,9
9,16
MRI,21
9,0
MRI,8
MRI,8
MRI,8
MRI,8
9,9
MRI,11
9,14
9,0
MRI,1
4,9
3,11
MRI,11
3,11
9,14
MRI,25
4,11
MRI,11
MRI,11
MRI,11
MRI,11
MRI,21
MRI,21
MRI,21
MRI,21
MRI,22
MRI,22
9,23
9,0
MRI,1
MRI,1
MRI,1
MRI,1
3,4
MRI,4
MRI,25
9,16
MRI,18
MRI,18
MRI,21
MRI,22
MRI,25
MRI,1
MRI,8
MRI,8
9,9
9,14
MRI,15
9,16
MRI,18
MRI,18
MRI,18
MRI,21
9,0
9,0
MRI,1
9,2
MRI,8
9,9
MRI,21
MRI,21
MRI,21
MRI,21
MRI,22
MRI,1
MRI,7
4,11
MRI,11
MRI,11
MRI,11
MRI,11
9,14
MRI,22
MRI,25
9,0
MRI,1
MRI,4
MRI,4
MRI,4
MRI,4
MRI,8
4,11
MRI,25
3,4
MRI,11
9,9
MRI,11
9,14
MRI,15
9,16
MRI,18
MRI,18
MRI,18
MRI,18
MRI,21
MRI,21
9,23
MRI,25
MRI,25
MRI,25
9,0
9,0
MRI,1
MRI,1
MRI,7
MRI,7
MRI,7
MRI,8
MRI,18
MRI,18
MRI,18
MRI,21
MRI,21
MRI,21
9,23
MRI,4
2,8
MRI,11
9,14
MRI,21
MRI,1
MRI,4
MRI,7
4,10
4,11
MRI,11
MRI,11
MRI,11
MRI,11
9,14
MRI,1
4,11
9,14
MRI,18
MRI,21
