OT,schedule_day
9,0
8,1
MRI,1
10,2
8,2
7,4
3,4
MRI,7
MRI,7
MRI,7
MRI,7
MRI,8
8,9
5,9
MRI,11
MRI,11
MRI,11
MRI,11
9,14
MRI,18
8,23
MRI,21
MRI,4
MRI,4
MRI,4
MRI,4
MRI,7
5,9
MRI,15
MRI,18
MRI,21
MRI,21
MRI,21
MRI,21
MRI,25
9,0
8,2
8,7
MRI,7
MRI,7
MRI,7
MRI,7
5,8
8,16
8,23
MRI,25
3,4
8,9
9,16
9,23
8,23
MRI,25
8,1
8,2
8,2
MRI,4
3,4
MRI,7
MRI,7
MRI,7
8,9
3,18
MRI,18
MRI,18
MRI,18
MRI,21
MRI,21
MRI,21
MRI,21
MRI,25
MRI,18
9,23
9,0
MRI,4
MRI,7
MRI,8
MRI,8
MRI,8
8,15
8,16
9,16
MRI,18
MRI,21
8,23
MRI,7
MRI,7
MRI,7
8,9
9,14
8,16
9,16
8,16
MRI,18
8,23
8,1
8,2
MRI,7
8,9
8,15
3,18
8,23
9,0
9,14
9,14
MRI,15
9,16
MRI,18
2,22
9,0
MRI,4
MRI,4
MRI,7
MRI,7
MRI,7
MRI,11
9,14
4,17
8,23
MRI,7
MRI,7
MRI,7
9,14
8,23
MRI,11
MRI,11
3,18
10,3
MRI,7
5,9
8,15
8,16
MRI,21
9,23
9,23
MRI,25
3,4
MRI,8
8,9
5,9
9,14
8,2
8,2
MRI,4
MRI,7
MRI,7
MRI,7
MRI,7
MRI,11
9,14
3,18
9,23
9,23
5,24
8,2
8,9
8,15
3,18
10,3
8,9
8,16
8,15
3,18
MRI,21
MRI,21
MRI,21
MRI,21
MRI,21
MRI,1
8,2
MRI,4
MRI,7
9,14
MRI,15
MRI,15
MRI,15
MRI,21
9,23
9,23
MRI,25
MRI,25
MRI,7
8,23
8,23
9,0
MRI,4
3,4
MRI,7
MRI,7
MRI,22
9,23
2,24
MRI,25
9,0
8,1
8,2
MRI,7
MRI,7
MRI,8
MRI,11
MRI,11
MRI,11
9,14
MRI,15
MRI,15
MRI,18
9,0
MRI,7
MRI,7
MRI,7
MRI,7
8,16
MRI,4
MRI,7
MRI,8
9,14
MRI,7
9,14
MRI,15
MRI,18
MRI,25
MRI,4
MRI,4
MRI,7
MRI,18
9,0
MRI,7
5,9
4,17
3,21
8,23
9,23
MRI,25
MRI,11
9,14
3,18
3,4
MRI,7
8,9
MRI,11
9,16
9,23
8,23
MRI,25
MRI,7
MRI,11
MRI,11
9,23
8,23
9,23
MRI,25
MRI,25
5,8
9,14
9,14
MRI,15
5,24
9,0
MRI,7
MRI,7
MRI,7
MRI,7
MRI,7
5,8
5,9
3,18
MRI,18
MRI,21
8,2
7,3
MRI,7
MRI,7
MRI,7
MRI,7
8,9
9,14
8,16
MRI,18
MRI,21
8,23
3,4
MRI,7
MRI,7
9,14
MRI,21
MRI,21
MRI,21
MRI,21
8,1
MRI,7
MRI,15
3,18
MRI,18
MRI,18
MRI,18
MRI,18
MRI,21
MRI,8
5,9
5,9
MRI,11
MRI,11
MRI,11
MRI,15
9,16
3,18
MRI,18
3,21
8,23
8,23
MRI,25
MRI,25
MRI,25
9,0
MRI,1
MRI,1
MRI,4
MRI,7
9,14
9,14
9,16
MRI,21
MRI,21
MRI,21
MRI,21
8,23
MRI,25
MRI,25
8,16
8,23
5,8
MRI,8
5,9
MRI,11
8,15
9,16
8,1
MRI,1
MRI,7
MRI,7
MRI,7
MRI,18
8,22
8,23
5,23
MRI,25
4,10
3,18
MRI,21
9,0
MRI,15
MRI,18
3,21
9,23
MRI,7
MRI,11
MRI,11
8,15
MRI,15
MRI,25
5,9
5,9
MRI,11
MRI,11
MRI,25
MRI,7
8,23
MRI,25
8,9
9,14
MRI,15
MRI,18
MRI,18
9,23
MRI,4
9,14
9,16
9,0
MRI,7
MRI,15
MRI,25
9,16
MRI,21
MRI,25
9,0
4,17
9,23
8,23
9,23
MRI,25
MRI,11
MRI,11
4,17
4,18
4,18
3,18
9,23
MRI,1
MRI,7
MRI,7
9,14
9,14
MRI,21
MRI,22
9,23
MRI,25
MRI,25
MRI,25
9,0
MRI,7
MRI,8
MRI,18
MRI,18
MRI,18
MRI,25
MRI,25
9,0
MRI,1
8,8
5,9
MRI,11
MRI,18
MRI,21
MRI,21
MRI,21
MRI,21
MRI,22
9,23
MRI,25
MRI,25
9,0
MRI,7
5,24
5,24
MRI,7
8,8
MRI,15
9,16
3,18
MRI,18
MRI,4
9,23
9,23
MRI,25
MRI,21
MRI,21
8,23
MRI,7
MRI,11
MRI,21
MRI,25
MRI,25
8,1
8,2
8,2
MRI,4
MRI,4
MRI,7
MRI,7
MRI,8
MRI,11
MRI,15
8,22
8,9
9,16
MRI,21
9,0
MRI,1
MRI,1
MRI,1
MRI,1
MRI,1
MRI,4
5,22
MRI,25
9,0
MRI,1
MRI,1
MRI,1
MRI,1
MRI,18
MRI,21
9,14
9,14
8,2
8,15
MRI,21
MRI,25
9,16
MRI,7
9,16
3,18
MRI,21
9,23
MRI,25
9,0
MRI,11
MRI,11
MRI,11
MRI,15
MRI,25
MRI,7
8,9
9,14
3,18
MRI,25
9,0
MRI,1
MRI,4
MRI,4
MRI,4
MRI,4
MRI,7
MRI,7
MRI,7
MRI,7
9,14
9,14
9,16
MRI,18
MRI,21
