OT,schedule_day
9,0
8,1
8,1
MRI,4
8,8
8,9
5,9
8,23
8,2
9,16
3,18
9,0
MRI,1
MRI,4
9,0
5,9
9,14
MRI,18
MRI,21
9,23
MRI,7
9,16
MRI,21
MRI,25
9,0
8,1
8,9
5,9
5,10
MRI,11
9,14
9,14
MRI,15
MRI,15
MRI,15
MRI,15
8,16
MRI,7
MRI,7
MRI,7
9,16
MRI,18
MRI,18
MRI,4
MRI,7
MRI,7
MRI,8
MRI,8
MRI,11
9,14
MRI,18
MRI,18
MRI,18
MRI,18
10,3
5,8
8,8
5,9
5,9
5,16
5,17
5,17
8,23
MRI,25
3,4
3,18
5,22
8,23
4,23
MRI,4
MRI,4
MRI,4
MRI,4
9,14
9,16
3,18
MRI,18
MRI,18
3,21
MRI,21
MRI,21
MRI,21
MRI,21
9,14
9,14
MRI,21
8,23
9,0
8,1
MRI,1
3,4
MRI,7
MRI,8
MRI,8
MRI,8
8,9
9,14
5,22
8,23
MRI,25
3,11
3,18
5,24
9,14
4,17
4,18
3,18
MRI,18
MRI,18
MRI,18
MRI,21
3,4
MRI,11
MRI,11
9,14
8,23
2,24
MRI,25
9,0
8,2
MRI,15
8,16
3,18
MRI,18
MRI,18
MRI,18
MRI,18
10,3
MRI,4
MRI,4
MRI,7
MRI,7
MRI,7
MRI,8
MRI,8
MRI,8
MRI,8
9,14
9,14
MRI,15
MRI,15
MRI,15
MRI,15
9,16
3,18
MRI,18
MRI,18
MRI,18
MRI,21
8,23
5,9
8,9
5,10
5,11
5,11
9,14
9,16
3,18
8,23
8,1
8,2
3,4
8,9
9,14
5,16
9,0
8,8
8,9
9,16
8,22
8,23
8,25
9,14
9,0
9,2
MRI,7
MRI,7
9,14
9,14
9,23
5,23
MRI,1
8,2
5,9
9,14
9,14
MRI,25
8,9
9,23
8,23
9,23
9,14
9,14
MRI,21
MRI,21
MRI,22
MRI,22
9,23
9,23
MRI,25
MRI,25
MRI,25
10,3
MRI,4
MRI,4
MRI,4
9,14
9,14
9,23
9,0
8,2
MRI,15
5,17
9,14
9,0
8,2
MRI,4
MRI,4
MRI,4
MRI,7
MRI,18
9,0
8,2
8,2
3,4
MRI,7
9,14
9,16
3,18
MRI,21
MRI,21
8,23
9,23
MRI,25
MRI,25
MRI,25
9,0
MRI,1
MRI,1
MRI,1
MRI,1
10,3
8,8
8,9
8,16
MRI,25
MRI,25
MRI,25
MRI,25
9,0
MRI,7
5,9
MRI,15
9,23
9,0
MRI,7
8,15
3,18
3,21
MRI,21
MRI,25
8,1
4,17
MRI,18
9,0
9,16
5,9
MRI,11
MRI,15
9,16
MRI,7
8,23
MRI,7
MRI,7
MRI,7
MRI,7
MRI,8
8,8
MRI,8
8,9
MRI,11
9,14
MRI,15
3,18
3,21
7,25
MRI,25
MRI,7
MRI,21
8,23
9,0
3,4
MRI,7
8,9
4,17
MRI,21
MRI,21
MRI,21
MRI,21
9,0
MRI,7
MRI,8
8,23
8,2
8,2
8,8
5,9
5,9
5,22
4,11
MRI,11
MRI,11
MRI,11
9,14
MRI,15
9,16
9,23
9,23
9,0
MRI,7
8,15
3,18
8,23
MRI,7
9,0
MRI,7
5,9
8,8
9,14
MRI,25
9,0
9,14
8,22
MRI,1
8,23
9,16
8,22
MRI,25
9,0
MRI,21
MRI,21
MRI,21
MRI,21
MRI,21
8,23
MRI,25
MRI,25
MRI,7
MRI,7
MRI,7
8,9
3,18
9,23
MRI,25
MRI,25
9,0
8,2
MRI,11
3,4
8,8
9,14
9,14
3,18
3,21
MRI,21
MRI,21
MRI,21
8,23
8,2
MRI,11
MRI,18
MRI,25
MRI,8
MRI,8
MRI,11
8,1
MRI,7
MRI,7
MRI,18
MRI,21
MRI,21
MRI,21
MRI,21
8,23
5,4
MRI,15
9,23
MRI,25
MRI,7
9,14
MRI,15
MRI,15
9,16
8,23
MRI,25
9,0
MRI,1
MRI,1
MRI,1
MRI,1
MRI,4
MRI,8
9,0
MRI,7
5,8
MRI,8
5,9
5,9
9,14
4,17
3,18
MRI,21
MRI,21
MRI,21
9,23
MRI,25
9,0
MRI,1
MRI,8
9,16
3,4
MRI,11
9,0
MRI,4
8,8
MRI,8
MRI,8
MRI,11
MRI,18
9,23
9,0
MRI,1
MRI,1
9,14
MRI,15
MRI,21
MRI,21
MRI,21
MRI,21
5,9
9,0
3,4
MRI,11
MRI,21
MRI,25
MRI,7
MRI,7
5,9
5,10
4,11
MRI,11
9,14
MRI,18
MRI,21
MRI,21
MRI,21
MRI,21
2,24
