OT,schedule_day
8,1
3,3
8,8
8,9
4,10
2,10
8,23
8,16
MRI,18
MRI,21
8,23
MRI,25
5,8
5,8
5,8
5,8
8,9
MRI,11
MRI,11
MRI,11
9,14
MRI,8
MRI,8
MRI,11
9,23
4,25
4,25
MRI,25
4,25
4,25
MRI,18
MRI,18
MRI,18
MRI,21
MRI,21
MRI,21
9,23
9,2
8,8
8,8
MRI,15
7,15
8,23
9,2
MRI,7
MRI,7
MRI,7
MRI,7
4,10
MRI,11
MRI,11
MRI,11
3,4
MRI,15
MRI,15
MRI,15
MRI,15
MRI,25
4,25
MRI,25
MRI,25
MRI,25
MRI,7
MRI,8
MRI,25
8,16
3,22
3,22
3,22
9,23
4,24
MRI,7
MRI,7
MRI,7
3,15
3,15
3,4
MRI,7
MRI,7
MRI,8
MRI,21
MRI,21
MRI,21
9,0
9,2
MRI,4
MRI,7
MRI,21
3,22
3,22
3,22
8,23
MRI,25
9,2
MRI,4
2,8
3,11
MRI,11
3,11
MRI,21
9,0
MRI,4
MRI,4
MRI,4
MRI,7
MRI,8
MRI,18
4,25
4,25
MRI,25
MRI,25
MRI,25
4,25
4,25
4,25
9,2
9,2
3,15
3,18
3,18
MRI,21
MRI,21
MRI,21
9,23
MRI,25
9,2
MRI,4
MRI,7
MRI,7
MRI,7
MRI,7
7,22
9,23
9,2
MRI,4
4,11
MRI,18
MRI,25
9,2
9,14
MRI,21
8,23
2,8
4,11
8,23
4,23
MRI,25
MRI,4
MRI,4
MRI,4
MRI,8
MRI,18
MRI,18
MRI,18
MRI,18
MRI,21
MRI,21
MRI,21
MRI,21
MRI,22
MRI,25
3,4
MRI,4
MRI,1
MRI,1
9,2
5,4
MRI,4
MRI,7
MRI,7
MRI,7
MRI,8
MRI,21
8,2
MRI,4
MRI,7
MRI,7
MRI,7
MRI,7
MRI,11
MRI,21
MRI,25
MRI,25
3,3
MRI,11
MRI,11
MRI,11
MRI,15
MRI,15
MRI,15
MRI,15
8,16
MRI,1
MRI,1
MRI,1
MRI,1
MRI,1
MRI,4
MRI,7
MRI,7
MRI,7
MRI,7
MRI,8
MRI,15
MRI,18
MRI,18
MRI,18
MRI,18
MRI,21
MRI,1
MRI,1
MRI,1
