OT,overtime,schedule_day
8,210.0,0
9,409.0,0
2,6.0,1
7,97.0,2
8,506.0,2
9,508.0,2
5,368.0,3
5,269.0,4
7,290.0,4
6,45.0,7
8,76.0,7
6,161.0,9
6,98.0,14
5,158.0,14
7,348.0,14
5,174.0,15
5,313.0,16
7,33.0,18
1,189.0,18
5,457.0,18
8,45.0,21
7,209.0,24
3,12.0,25
1,388.0,25
4,449.0,25
5,85.0,0
7,292.0,0
7,4.0,2
5,291.0,2
5,468.0,3
4,379.0,4
5,302.0,8
6,125.0,9
6,62.0,14
8,195.0,14
5,115.0,15
5,298.0,17
5,438.0,23
5,25.0,0
7,481.0,0
2,42.0,1
7,222.0,2
7,263.0,4
5,220.0,8
6,290.0,9
5,111.0,14
8,182.0,14
7,399.0,14
6,489.0,14
5,43.0,15
7,89.0,16
4,117.0,16
7,320.0,18
4,372.0,18
1,456.0,18
6,379.0,21
5,156.0,22
4,329.0,25
7,224.0,0
6,333.0,0
9,509.0,0
2,5.0,1
5,301.0,2
7,433.0,2
4,192.0,4
7,262.0,4
10,28.0,7
6,325.0,7
5,57.0,8
6,51.0,9
4,45.0,10
8,23.0,14
5,73.0,14
6,164.0,14
7,481.0,14
5,13.0,15
7,462.0,16
MRI,9.0,18
9,89.0,16
1,173.0,18
4,373.0,18
6,441.0,21
5,207.0,22
5,338.0,25
1,415.0,25
5,140.0,0
8,163.0,0
10,234.0,0
7,236.0,0
5,344.0,3
4,280.0,4
8,41.0,7
3,114.0,7
5,113.0,8
6,32.0,9
6,273.0,14
5,350.0,14
5,37.0,15
5,89.0,22
5,249.0,23
7,373.0,23
1,341.0,25
6,65.0,0
5,330.0,0
3,337.0,0
5,489.0,2
4,388.0,4
8,144.0,7
5,174.0,8
6,23.0,9
6,197.0,14
9,347.0,14
7,417.0,14
5,75.0,15
1,28.0,18
5,129.0,16
7,256.0,18
4,380.0,18
5,414.0,21
2,14.0,22
5,445.0,23
1,276.0,25
4,492.0,25
6,187.0,0
7,258.0,0
5,262.0,0
2,81.0,1
6,26.0,7
6,311.0,9
6,116.0,14
8,207.0,14
5,2.0,15
7,155.0,16
6,147.0,21
5,449.0,21
5,115.0,22
3,35.0,25
5,28.0,0
5,341.0,7
5,107.0,8
6,10.0,9
7,363.0,14
5,78.0,15
7,429.0,16
5,301.0,16
MRI,7.0,18
5,360.0,18
4,468.0,18
5,268.0,21
6,504.0,21
3,2.0,22
5,57.0,22
5,312.0,23
7,477.0,24
2,63.0,1
7,191.0,2
6,374.0,9
9,171.0,14
6,237.0,14
7,369.0,14
5,109.0,15
6,21.0,16
7,177.0,16
9,318.0,16
7,245.0,18
4,250.0,18
5,123.0,22
4,88.0,25
3,118.0,25
8,26.0,0
6,133.0,0
7,443.0,0
5,488.0,3
7,130.0,4
3,21.0,7
6,133.0,7
5,7.0,11
7,137.0,14
5,158.0,14
5,14.0,15
4,15.0,16
7,217.0,16
1,422.0,18
7,437.0,18
1,47.0,23
5,453.0,0
7,258.0,2
4,298.0,4
6,140.0,9
5,18.0,14
7,342.0,14
5,31.0,15
6,93.0,16
5,251.0,16
7,277.0,18
6,70.0,21
5,418.0,24
4,438.0,25
6,74.0,0
5,330.0,3
4,149.0,4
5,71.0,8
8,38.0,14
9,347.0,14
6,466.0,14
5,158.0,15
7,70.0,16
6,396.0,16
5,385.0,17
7,129.0,18
3,133.0,18
1,371.0,18
8,140.0,21
6,240.0,21
5,42.0,22
7,148.0,23
4,276.0,25
7,465.0,0
7,0.0,2
5,460.0,2
4,414.0,4
6,257.0,7
5,154.0,8
6,45.0,9
5,216.0,14
6,296.0,14
5,418.0,15
7,84.0,16
7,293.0,18
6,411.0,21
5,437.0,21
5,64.0,22
7,90.0,24
3,125.0,24
1,44.0,25
8,140.0,0
6,181.0,0
7,450.0,0
2,23.0,1
4,495.0,4
6,100.0,7
5,23.0,7
6,32.0,9
3,38.0,11
6,159.0,14
5,47.0,15
5,388.0,16
3,13.0,25
4,400.0,25
1,413.0,25
6,5.0,0
5,462.0,0
2,172.0,1
4,188.0,2
5,75.0,8
6,345.0,9
5,27.0,14
5,104.0,15
MRI,21.0,18
2,66.0,22
7,42.0,23
7,100.0,24
4,441.0,25
5,112.0,0
6,354.0,0
7,133.0,2
7,217.0,4
5,187.0,8
6,254.0,9
5,173.0,14
7,267.0,14
6,506.0,14
9,12.0,14
5,223.0,15
6,20.0,21
8,40.0,21
10,143.0,21
5,7.0,22
5,489.0,23
7,396.0,24
4,375.0,25
6,16.0,0
5,176.0,0
3,238.0,3
4,508.0,4
6,256.0,7
3,125.0,8
5,195.0,8
9,8.0,9
1,14.0,11
5,261.0,11
5,231.0,14
5,19.0,15
4,241.0,18
6,268.0,21
1,43.0,25
2,38.0,1
5,175.0,0
5,191.0,2
5,72.0,3
8,122.0,2
3,68.0,4
5,357.0,7
6,402.0,7
5,174.0,8
6,7.0,9
7,423.0,14
5,187.0,15
4,14.0,16
7,102.0,16
4,283.0,18
5,269.0,21
5,145.0,22
4,319.0,25
6,85.0,0
5,169.0,0
7,401.0,2
5,402.0,2
8,496.0,2
4,255.0,4
6,225.0,7
5,41.0,8
7,24.0,9
6,279.0,9
3,499.0,14
5,52.0,15
7,29.0,16
7,196.0,18
4,275.0,18
6,142.0,21
5,224.0,22
4,436.0,25
8,1.0,0
7,446.0,0
2,4.0,1
5,362.0,2
3,254.0,3
5,172.0,8
1,3.0,9
6,198.0,9
3,330.0,11
5,32.0,14
6,319.0,14
5,144.0,15
7,90.0,16
7,0.0,18
4,442.0,18
6,172.0,21
5,219.0,23
7,218.0,24
4,344.0,25
6,70.0,0
5,102.0,0
7,203.0,0
2,108.0,1
5,313.0,2
6,187.0,7
5,462.0,7
6,13.0,9
3,52.0,11
9,291.0,14
7,356.0,14
5,147.0,15
4,42.0,16
7,27.0,18
8,27.0,21
6,49.0,21
7,40.0,23
7,70.0,24
4,392.0,25
1,421.0,25
6,9.0,0
5,118.0,0
7,223.0,0
2,57.0,1
7,260.0,4
5,140.0,8
6,101.0,9
4,410.0,10
6,179.0,14
