OT,schedule_day
8,1
8,2
9,2
3,3
3,4
MRI,4
MRI,7
MRI,8
8,16
4,23
4,24
MRI,25
MRI,7
MRI,7
MRI,7
MRI,7
3,15
8,16
MRI,25
8,16
MRI,18
MRI,21
MRI,21
9,23
8,23
MRI,25
4,25
4,25
MRI,1
8,2
MRI,18
MRI,18
MRI,18
MRI,21
MRI,21
MRI,21
8,23
4,24
8,8
2,8
4,11
MRI,18
MRI,18
MRI,18
MRI,18
MRI,21
9,23
4,23
MRI,25
9,2
9,23
8,23
8,23
7,23
3,4
MRI,4
5,8
5,8
5,8
5,8
8,9
8,9
4,10
4,11
3,11
8,15
8,16
8,23
MRI,1
MRI,1
MRI,1
MRI,1
MRI,1
9,2
3,4
MRI,4
MRI,7
MRI,7
MRI,7
MRI,7
MRI,8
5,8
5,8
5,8
8,9
8,1
8,2
9,2
9,2
MRI,4
MRI,4
MRI,4
MRI,4
MRI,7
MRI,7
MRI,7
MRI,7
8,23
MRI,25
9,2
MRI,4
MRI,7
MRI,8
MRI,11
5,16
MRI,18
8,23
4,25
4,25
4,25
4,25
5,8
5,8
5,8
MRI,11
3,4
MRI,7
8,9
4,11
4,11
MRI,11
MRI,18
MRI,18
MRI,18
MRI,21
MRI,21
MRI,21
MRI,21
9,23
9,2
MRI,7
MRI,25
9,0
MRI,1
3,4
MRI,4
3,7
MRI,11
9,14
8,23
8,23
4,25
MRI,25
4,25
4,25
MRI,11
3,15
3,7
9,23
MRI,8
MRI,8
MRI,8
MRI,8
MRI,11
MRI,25
MRI,25
3,4
MRI,7
MRI,11
9,23
MRI,25
9,2
MRI,4
MRI,4
MRI,4
MRI,4
MRI,7
MRI,11
MRI,15
3,4
MRI,18
MRI,25
MRI,4
MRI,21
9,2
MRI,4
MRI,7
MRI,11
MRI,11
MRI,11
MRI,11
MRI,22
9,23
MRI,25
MRI,25
MRI,25
MRI,25
9,2
8,23
4,24
9,23
MRI,25
9,0
8,2
9,2
MRI,4
8,9
MRI,11
MRI,11
MRI,11
MRI,18
9,2
4,9
MRI,18
9,2
9,2
3,4
MRI,4
MRI,25
9,2
MRI,4
2,10
MRI,21
9,23
MRI,25
MRI,25
MRI,25
MRI,25
MRI,7
8,9
MRI,21
MRI,21
MRI,7
8,9
4,11
MRI,11
MRI,11
MRI,11
MRI,11
4,25
4,25
4,25
MRI,25
9,2
MRI,4
MRI,4
MRI,4
MRI,7
MRI,7
MRI,7
MRI,7
4,18
MRI,18
MRI,18
MRI,18
MRI,21
MRI,25
MRI,25
MRI,25
8,23
MRI,4
8,9
MRI,11
3,11
9,23
9,2
MRI,11
4,25
MRI,25
MRI,25
MRI,25
MRI,25
4,25
4,25
4,25
9,2
MRI,4
MRI,4
MRI,4
MRI,4
MRI,7
4,11
MRI,11
MRI,15
MRI,15
MRI,15
MRI,21
MRI,21
MRI,21
MRI,21
9,23
4,23
MRI,25
8,9
9,23
MRI,25
3,4
MRI,7
MRI,7
MRI,7
MRI,7
8,9
MRI,25
MRI,25
MRI,25
MRI,15
MRI,15
MRI,15
MRI,18
9,2
MRI,21
MRI,21
MRI,21
MRI,21
9,23
MRI,25
MRI,7
8,23
7,23
MRI,25
MRI,25
MRI,25
9,0
MRI,4
MRI,7
MRI,4
MRI,21
MRI,7
8,9
MRI,7
9,14
MRI,15
9,2
MRI,4
MRI,4
MRI,7
MRI,7
MRI,7
MRI,11
3,4
MRI,7
MRI,7
MRI,7
MRI,21
MRI,21
MRI,21
MRI,25
9,0
8,1
8,2
MRI,8
8,9
8,23
9,2
MRI,4
MRI,7
MRI,1
MRI,1
MRI,1
MRI,1
MRI,1
8,2
9,2
4,11
MRI,11
8,16
MRI,1
3,4
MRI,21
8,23
MRI,21
9,23
4,25
4,25
4,25
MRI,21
MRI,21
MRI,7
4,25
4,25
4,25
MRI,1
9,2
MRI,18
9,2
MRI,4
MRI,4
MRI,4
MRI,7
MRI,8
MRI,18
MRI,18
MRI,21
MRI,25
MRI,25
9,2
MRI,4
MRI,15
MRI,15
MRI,15
MRI,15
5,21
5,21
2,8
MRI,8
MRI,18
MRI,25
MRI,25
9,0
9,2
MRI,7
