OT,schedule_day
8,1
8,2
9,2
9,2
3,3
3,4
MRI,4
8,8
MRI,8
5,8
5,8
5,8
8,9
4,10
4,10
MRI,11
MRI,18
MRI,21
MRI,21
MRI,21
MRI,21
MRI,21
8,23
3,4
5,8
5,8
5,8
MRI,11
5,11
8,16
MRI,18
MRI,22
8,23
4,23
4,24
MRI,25
MRI,1
9,2
8,2
9,2
8,9
MRI,11
5,22
5,22
5,22
5,22
5,22
8,16
9,23
8,1
MRI,1
MRI,1
MRI,1
MRI,1
9,2
9,2
MRI,4
MRI,7
MRI,7
MRI,7
MRI,8
8,9
4,10
2,10
4,11
MRI,11
MRI,11
MRI,11
3,11
8,23
MRI,25
MRI,1
9,2
MRI,7
MRI,11
8,16
7,1
MRI,21
9,2
9,2
MRI,4
MRI,18
MRI,21
8,8
9,23
8,23
8,9
4,25
4,25
4,25
MRI,1
MRI,7
MRI,18
MRI,21
MRI,21
MRI,21
8,23
4,23
8,2
MRI,4
8,9
MRI,25
MRI,4
4,23
MRI,1
MRI,4
MRI,21
8,23
8,23
4,24
4,25
4,25
4,25
9,2
MRI,8
8,23
4,25
4,25
4,25
4,25
8,23
7,23
MRI,4
MRI,7
MRI,7
MRI,8
MRI,18
MRI,22
8,23
MRI,25
3,4
3,7
8,23
9,2
MRI,4
8,16
MRI,7
MRI,7
MRI,7
MRI,7
MRI,8
8,22
4,24
8,2
MRI,7
8,16
MRI,25
3,2
3,3
MRI,7
MRI,8
MRI,8
MRI,8
MRI,18
9,23
MRI,25
MRI,25
MRI,25
MRI,25
9,2
MRI,7
MRI,8
MRI,8
MRI,8
2,10
4,11
MRI,11
MRI,11
MRI,11
8,23
MRI,7
MRI,7
MRI,21
MRI,22
9,23
9,2
3,4
MRI,8
MRI,11
3,22
3,22
3,22
3,7
MRI,4
MRI,8
MRI,21
MRI,21
MRI,21
MRI,1
MRI,1
MRI,1
MRI,1
9,2
MRI,4
8,9
MRI,15
MRI,21
MRI,21
MRI,21
9,23
MRI,7
MRI,8
MRI,8
MRI,8
MRI,8
MRI,8
MRI,11
MRI,11
MRI,21
MRI,25
MRI,7
MRI,7
MRI,7
MRI,7
MRI,8
MRI,8
4,11
MRI,7
MRI,8
MRI,18
MRI,21
MRI,21
MRI,21
9,2
MRI,11
MRI,15
MRI,18
MRI,21
MRI,4
5,22
5,22
4,25
MRI,25
4,25
4,25
4,10
4,25
4,25
4,25
9,0
9,2
MRI,4
MRI,7
9,2
9,2
MRI,4
MRI,7
MRI,7
8,16
MRI,25
MRI,4
MRI,7
MRI,7
MRI,7
MRI,7
MRI,8
MRI,18
MRI,18
MRI,18
MRI,18
4,9
MRI,18
MRI,18
MRI,18
9,23
4,11
4,16
MRI,21
9,23
MRI,1
MRI,1
MRI,1
MRI,1
MRI,1
9,2
2,8
2,10
4,11
MRI,11
MRI,11
MRI,11
MRI,21
MRI,22
9,23
MRI,7
MRI,7
MRI,7
MRI,11
MRI,11
MRI,15
MRI,15
MRI,15
MRI,15
4,23
4,25
4,25
8,9
7,9
MRI,21
9,23
4,25
4,25
MRI,25
4,25
4,25
6,21
MRI,21
MRI,21
9,23
4,25
4,25
MRI,25
4,25
4,25
MRI,4
MRI,25
9,2
6,9
MRI,21
9,23
9,2
MRI,4
MRI,4
MRI,4
MRI,21
MRI,21
MRI,21
MRI,25
MRI,4
MRI,7
2,8
8,22
MRI,4
4,11
MRI,11
MRI,18
MRI,21
8,9
MRI,18
9,23
9,23
4,24
9,2
5,8
8,9
7,9
4,23
4,24
MRI,1
8,2
3,4
8,9
4,10
MRI,21
7,15
MRI,25
MRI,25
MRI,25
9,2
8,11
MRI,21
MRI,25
9,2
MRI,7
MRI,7
8,16
4,25
9,0
9,2
MRI,4
8,9
4,11
MRI,11
MRI,11
MRI,11
MRI,21
MRI,21
MRI,21
MRI,21
7,22
9,23
4,25
4,25
4,25
MRI,11
7,22
4,25
MRI,25
4,25
MRI,1
MRI,1
MRI,1
9,2
9,2
MRI,4
MRI,7
9,14
MRI,25
4,25
4,25
MRI,25
MRI,25
MRI,25
4,25
4,25
4,25
9,23
MRI,25
MRI,25
9,2
6,9
3,15
MRI,18
9,23
4,24
4,11
MRI,11
9,14
MRI,25
