OT,overtime,schedule_day
2,377.0,1
MRI,386.0,1
10,403.0,1
7,92.0,2
6,155.0,4
MRI,256.0,4
10,265.0,4
5,351.0,7
MRI,415.0,7
9,190.0,9
6,2.0,10
8,411.0,7
MRI,13.0,11
10,374.0,11
4,381.0,11
MRI,43.0,15
8,358.0,14
6,80.0,18
MRI,140.0,18
3,30.0,18
9,61.0,21
10,127.0,21
MRI,136.0,21
MRI,103.0,22
8,88.0,23
4,93.0,24
4,36.0,25
7,65.0,25
MRI,494.0,25
3,416.0,25
7,52.0,1
MRI,120.0,1
MRI,401.0,4
6,410.0,4
MRI,50.0,7
9,286.0,9
MRI,150.0,11
10,158.0,14
4,10.0,17
MRI,179.0,18
MRI,77.0,21
5,491.0,21
9,49.0,21
7,50.0,22
MRI,131.0,22
8,462.0,14
4,28.0,25
MRI,129.0,25
10,60.0,25
3,373.0,25
MRI,78.0,1
3,4.0,2
10,344.0,2
3,71.0,3
5,453.0,2
MRI,2.0,4
3,321.0,4
MRI,459.0,8
7,36.0,9
10,198.0,9
10,24.0,11
4,118.0,11
3,149.0,18
MRI,198.0,21
9,282.0,21
2,61.0,22
9,55.0,23
8,275.0,21
MRI,69.0,25
7,40.0,0
MRI,17.0,1
MRI,179.0,4
MRI,235.0,7
7,129.0,8
4,225.0,10
7,36.0,11
5,53.0,11
7,435.0,14
3,37.0,14
MRI,204.0,15
5,111.0,16
MRI,94.0,18
6,189.0,18
8,384.0,14
MRI,147.0,21
MRI,141.0,22
8,342.0,23
MRI,116.0,25
3,120.0,25
MRI,361.0,1
7,172.0,4
MRI,232.0,4
6,15.0,7
MRI,35.0,7
7,77.0,8
MRI,340.0,8
7,9.0,9
9,19.0,9
2,334.0,8
5,343.0,15
MRI,72.0,18
3,371.0,18
MRI,113.0,21
2,59.0,22
5,96.0,21
8,80.0,21
5,48.0,2
10,261.0,4
MRI,350.0,4
6,431.0,4
9,75.0,7
MRI,107.0,7
7,44.0,8
MRI,258.0,8
