OT,schedule_day
10,0
8,1
8,1
MRI,1
MRI,1
MRI,1
MRI,1
10,2
8,2
4,2
4,3
4,4
8,8
8,9
8,15
8,16
MRI,18
9,23
9,23
8,23
MRI,1
MRI,1
MRI,22
2,22
2,22
8,23
MRI,1
8,2
4,3
MRI,7
MRI,7
MRI,7
MRI,8
5,8
5,8
5,8
8,11
8,16
MRI,18
MRI,18
MRI,18
MRI,21
9,23
8,23
MRI,25
MRI,25
MRI,1
MRI,4
MRI,21
MRI,21
MRI,21
MRI,21
8,23
MRI,25
8,1
8,2
4,4
4,4
8,9
9,23
8,2
4,2
4,4
4,4
MRI,11
MRI,11
MRI,11
MRI,11
8,16
8,23
MRI,25
8,2
4,2
MRI,11
MRI,15
3,15
8,16
8,21
9,23
8,23
MRI,1
8,9
4,11
8,16
8,2
4,2
8,23
MRI,25
MRI,1
MRI,8
8,16
8,2
8,8
8,9
8,16
MRI,25
MRI,1
MRI,4
MRI,4
MRI,4
MRI,4
3,15
3,15
8,16
2,22
2,22
8,23
MRI,1
MRI,7
MRI,11
8,16
2,22
2,22
8,23
4,4
MRI,21
9,23
9,23
MRI,11
8,16
2,22
2,22
8,23
8,2
MRI,4
MRI,18
MRI,21
MRI,21
MRI,21
MRI,21
8,23
MRI,18
MRI,18
MRI,18
MRI,18
MRI,21
MRI,21
MRI,21
MRI,21
2,22
2,22
8,23
MRI,1
8,2
3,4
MRI,4
MRI,4
MRI,4
MRI,7
8,16
9,9
8,11
MRI,11
MRI,11
8,14
MRI,21
MRI,21
MRI,21
MRI,21
8,23
8,16
2,22
2,22
MRI,4
MRI,4
MRI,7
MRI,7
MRI,7
MRI,7
MRI,8
MRI,8
MRI,8
4,11
4,11
MRI,11
MRI,11
MRI,11
8,16
MRI,21
MRI,21
MRI,21
8,23
MRI,11
8,16
8,23
MRI,25
MRI,1
MRI,1
MRI,1
MRI,1
8,2
2,10
8,16
8,2
4,3
MRI,4
8,11
MRI,25
8,2
4,2
4,3
MRI,11
MRI,1
8,2
4,4
MRI,15
2,22
2,22
8,23
MRI,25
8,2
5,17
5,17
