OT,schedule_day
10,0
8,1
MRI,1
MRI,1
MRI,1
MRI,1
MRI,1
8,2
MRI,7
MRI,7
MRI,7
8,9
9,9
8,11
5,14
8,16
2,22
2,22
8,23
8,2
MRI,11
MRI,15
MRI,15
MRI,15
8,16
MRI,21
2,22
2,22
2,22
8,23
8,2
8,8
8,16
MRI,18
5,22
2,22
2,22
MRI,1
8,2
MRI,4
MRI,4
8,16
MRI,21
2,22
8,22
2,22
2,22
8,23
8,2
2,8
8,16
8,23
MRI,1
8,2
MRI,4
MRI,4
MRI,4
MRI,7
MRI,7
MRI,8
MRI,8
MRI,8
MRI,8
8,9
8,16
MRI,21
8,23
MRI,1
8,2
4,3
MRI,7
8,9
2,10
4,11
8,16
MRI,18
9,23
9,23
MRI,25
MRI,1
8,2
3,4
MRI,18
MRI,18
MRI,18
MRI,18
MRI,21
MRI,21
2,22
2,22
8,23
MRI,25
8,2
MRI,7
MRI,7
MRI,7
MRI,7
MRI,7
8,23
MRI,25
MRI,4
MRI,7
MRI,11
MRI,11
MRI,11
MRI,11
8,16
3,21
9,23
MRI,1
MRI,7
MRI,7
MRI,7
MRI,7
8,9
9,9
8,11
8,16
MRI,18
9,23
MRI,25
MRI,25
4,18
4,18
MRI,18
MRI,21
MRI,21
MRI,21
MRI,21
8,22
8,23
4,4
4,4
2,10
4,11
8,16
3,21
MRI,1
MRI,1
8,2
4,4
4,4
MRI,4
MRI,4
MRI,4
5,7
8,16
MRI,21
8,23
MRI,7
MRI,8
MRI,1
4,4
4,4
MRI,7
8,9
MRI,11
8,16
2,22
2,22
8,23
MRI,1
9,2
8,2
MRI,4
2,22
2,22
8,23
MRI,25
MRI,25
MRI,25
MRI,1
MRI,1
MRI,1
MRI,1
8,2
MRI,7
MRI,8
8,8
8,16
MRI,21
2,22
2,22
8,23
MRI,1
MRI,4
MRI,4
MRI,4
MRI,7
8,16
8,23
8,2
MRI,8
8,9
8,11
MRI,11
MRI,11
MRI,11
8,16
8,2
MRI,4
MRI,7
2,22
2,22
9,23
8,23
8,2
4,2
MRI,7
MRI,8
8,8
9,9
